rank	vhag_code	prop_3260	sac_streams	grts_ranking	grts_ranking_draw	segment_id	point_code	db_ref
74742	8725	103	intersecting or downstream	24033142	24033142	NA	NA	NA
255305	9508	94	intersecting or downstream	24056426	24056426	NA	NA	NA
39323	9501	100	intersecting or downstream	57632082	24077650	1_4_217	24077650_1	NA
241343	9505	66	intersecting or downstream	37910930	24082834	1_7_11626	24082834_1	NA
219279	620	100	outside	11522241	24105153	1_4_1370	24105153_1	NA
213842	10004	100	intersecting or downstream	51386194	24123218	1_7_26976	24123218_1	NA
255432	9508	100	outside	40927250	24150034	1_4_406	24150034_1	NA
39242	9501	100	intersecting or downstream	24246610	24246610	1_4_136	24246610_1	NA
238624	9512	100	intersecting or downstream	28158738	24267538	1_4_928	24267538_1	NA
203866	3103	50	intersecting or downstream	24267670	24267670	NA	NA	NA
39453	9501	100	intersecting or downstream	32455154	24394226	1_4_1845	24394226_1	NA
123488	8502	100	intersecting or downstream	1340374	24409046	1_7_24972	24409046_1	NA
38428	9064	95	outside	24419574	24419574	NA	NA	NA
255333	9508	100	intersecting or downstream	41222674	24445458	1_4_785	24445458_1	NA
226451	9875	100	outside	24448274	24448274	1_4_1072	24448274_1	NA
169151	39725	100	outside	24468230	24468230	1_7_25692	24468230_1	NA
212370	9536	100	intersecting or downstream	31667634	24524210	1_4_343	24524210_1	NA
123456	8502	100	intersecting or downstream	29277910	24559318	1_7_9425	24559318_1	NA
123542	8502	100	intersecting or downstream	62322646	24573910	1_4_601	24573910_1	NA
209485	8038	100	outside	24653266	24653266	NA	NA	NA
33368	8569	100	outside	24685430	24685430	1_7_166716	24685430_1	NA
39338	9501	100	intersecting or downstream	60349938	24698354	1_4_232	24698354_1	NA
175054	1179	100	intersecting or downstream	45672513	24700993	1_4_1013	24700993_1	NA
144043	8991	100	outside	9004246	24732886	1_7_209212	24732886_1	NA
166825	8836	102	outside	24755758	24755758	1_7_208640	24755758_1	NA
238625	9512	100	intersecting or downstream	28461842	24791826	1_4_929	24791826_1	NA
180396	3538	100	intersecting or downstream	58401725	24847293	1_7_210211	24847293_1	NA
34807	8663	3	outside	24858774	24858774	NA	NA	NA
38223	8612	43	outside	22761622	24858774	1_7_46267	24858774_1	NA
143990	8991	100	outside	21778646	24924374	1_7_211250	24924374_1	NA
50568	9988	25	outside	57884022	24984950	1_7_95870	24984950_1	NA
39046	9501	100	intersecting or downstream	24996322	24996322	NA	NA	NA
238738	9512	100	outside	25026770	25026770	1_4_64	25026770_1	NA
39301	9501	100	intersecting or downstream	25104722	25104722	1_4_195	25104722_1	NA
39072	9501	100	intersecting or downstream	3885538	25151970	1_7_8901	25151970_1	NA
252527	8506	100	outside	58755574	25201142	1_4_692	25201142_1	NA
39357	9501	100	intersecting or downstream	10563058	25243122	1_4_251	25243122_1	NA
38403	9064	7	outside	25339126	25339126	1_7_26714	25339126_1	NA
90116	8787	100	intersecting or downstream	25385518	25385518	1_7_209700	25385518_1	NA
5581	113	83	outside	25397214	25397214	1_4_1682	25397214_1	NA
123611	8502	100	intersecting or downstream	29644790	25450486	1_7_3113	25450486_1	NA
39461	9501	100	intersecting or downstream	17086962	25475570	1_4_1837	25475570_1	NA
166821	8836	100	outside	9748014	25476654	1_4_1447	25476654_1	NA
166822	8836	100	outside	25476654	25476654	NA	NA	NA
39173	9501	100	intersecting or downstream	42299474	25522258	1_7_7768	25522258_1	NA
218391	7921	100	intersecting or downstream	62281522	25581362	1_4_1520	25581362_1	NA
123600	8502	100	intersecting or downstream	48669686	25601014	1_7_23095	25601014_1	NA
123788	8504	100	intersecting or downstream	34030550	25641942	1_7_10015	25641942_1	NA
123789	8504	78	intersecting or downstream	25641942	25641942	NA	NA	NA
580	460	53	outside	57640054	25658486	1_7_228079	25658486_1	NA
39050	9501	100	intersecting or downstream	42195426	25680354	1_4_976	25680354_1	NA
98820	8576	40	outside	25690782	25690782	NA	NA	NA
33370	8569	100	outside	25701238	25701238	1_7_166714	25701238_1	NA
238617	9512	100	intersecting or downstream	29903634	25709330	1_4_921	25709330_1	NA
212380	9536	100	intersecting or downstream	25732530	25732530	NA	NA	NA
39469	9501	100	intersecting or downstream	62978546	25754098	1_4_1829	25754098_1	NA
99520	8570	5	outside	25809014	25809014	NA	NA	NA
39142	9501	100	intersecting or downstream	22936658	25820242	1_7_8852	25820242_1	NA
218834	9574	100	outside	17433474	25822082	1_4_34	25822082_1	NA
39304	9501	100	intersecting or downstream	25825618	25825618	1_4_198	25825618_1	NA
175049	1179	100	intersecting or downstream	25864257	25864257	NA	NA	NA
80912	9102	100	outside	46346454	25899222	1_4_1425	25899222_1	NA
206737	8634	19	outside	25918582	25918582	NA	NA	NA
5580	113	100	outside	25921502	25921502	1_4_1681	25921502_1	NA
39296	9501	100	intersecting or downstream	26480978	25956690	1_4_190	25956690_1	NA
206696	8634	100	outside	46931062	25959542	1_4_1181	25959542_1	NA
39377	9501	100	intersecting or downstream	9199090	25976306	1_4_271	25976306_1	NA
5613	113	100	intersecting or downstream	839646	26005470	1_7_28150	26005470_1	NA
39382	9501	100	intersecting or downstream	17653234	26041842	1_4_276	26041842_1	NA
206741	8634	100	outside	60456054	26049654	1_4_1226	26049654_1	NA
224823	8501	100	intersecting or downstream	42835446	26058230	1_4_1400	26058230_1	NA
218784	9574	100	intersecting or downstream	37637554	26103218	1_4_1025	26103218_1	NA
212359	9536	100	intersecting or downstream	59660978	26106546	1_4_332	26106546_1	NA
39163	9501	100	intersecting or downstream	26115154	26115154	1_7_7778	26115154_1	NA
255306	9508	12	intersecting or downstream	9376362	26153578	1_7_234589	26153578_1	NA
226475	9875	100	outside	21962002	26156306	1_4_893	26156306_1	NA
212364	9536	100	intersecting or downstream	9926066	26162610	1_4_337	26162610_1	NA
241377	9505	100	intersecting or downstream	55546002	26185874	1_4_546	26185874_1	NA
166801	8836	100	outside	26193454	26193454	NA	NA	NA
143071	7440	33	intersecting or downstream	26216146	26216146	NA	NA	NA
252555	8506	100	outside	5261814	26233334	1_4_711	26233334_1	NA
218832	9574	100	outside	131970	26346370	1_4_32	26346370_1	NA
224811	8501	100	intersecting or downstream	37916150	26381814	1_4_1388	26381814_1	NA
103398	8552	100	intersecting or downstream	26382134	26382134	NA	NA	NA
166797	8836	100	outside	65199662	26402350	1_4_1431	26402350_1	NA
33373	8569	100	outside	26487670	26487670	1_7_166711	26487670_1	NA
76257	8657	100	intersecting or downstream	33116502	26562902	1_4_589	26562902_1	NA
39479	9501	100	intersecting or downstream	39946994	26577650	1_4_1819	26577650_1	NA
166843	8836	10	outside	26597102	26597102	NA	NA	NA
255380	9508	100	intersecting or downstream	26664466	26664466	1_7_17839	26664466_1	NA
123609	8502	100	intersecting or downstream	46618614	26695670	1_7_3115	26695670_1	NA
90115	8787	100	intersecting or downstream	26696238	26696238	1_7_209701	26696238_1	NA
255347	9508	100	intersecting or downstream	26456594	26718738	1_4_437	26718738_1	NA
166795	8836	100	outside	26730030	26730030	NA	NA	NA
123534	8502	79	intersecting or downstream	26736598	26736598	NA	NA	NA
33369	8569	100	outside	26749814	26749814	1_7_166715	26749814_1	NA
238621	9512	100	intersecting or downstream	4762386	26782482	1_4_925	26782482_1	NA
221126	9766	86	intersecting or downstream	28162034	26851314	1_7_114563	26851314_1	NA
39345	9501	100	intersecting or downstream	21749234	26930674	1_4_239	26930674_1	NA
255390	9508	100	intersecting or downstream	14380562	26963474	1_7_17850	26963474_1	NA
212392	9536	100	intersecting or downstream	14445234	27028146	1_4_365	27028146_1	NA
214069	8520	100	intersecting or downstream	43818102	27040886	1_7_41028	27040886_1	NA
255357	9508	100	intersecting or downstream	43823634	27046418	1_4_436	27046418_1	NA
256602	9823	44	intersecting or downstream	27072994	27072994	NA	NA	NA
56557	9800	100	intersecting or downstream	48045042	27073522	1_7_119647	27073522_1	NA
39175	9501	100	intersecting or downstream	36532306	27095122	1_7_7766	27095122_1	NA
39332	9501	100	intersecting or downstream	27125074	27125074	1_4_226	27125074_1	NA
233498	9664	65	intersecting or downstream	22933010	27127314	1_7_138691	27127314_1	NA
39369	9501	100	intersecting or downstream	30383602	27237874	1_4_263	27237874_1	NA
255404	9508	100	intersecting or downstream	10481170	27258386	1_4_868	27258386_1	NA
166744	8836	40	outside	2041078	27272438	1_7_30997	27272438_1	NA
33374	8569	67	outside	27274102	27274102	1_7_166710	27274102_1	NA
252526	8506	100	outside	50493942	27298294	1_4_691	27298294_1	NA
123773	8504	100	intersecting or downstream	27328214	27328214	1_7_27114	27328214_1	NA
56554	9800	4	intersecting or downstream	54598642	27335666	1_7_119650	27335666_1	NA
144026	8991	100	outside	27337942	27337942	NA	NA	NA
169162	39725	100	outside	27384582	27384582	NA	NA	NA
238606	9512	100	intersecting or downstream	65151250	27402514	1_4_910	27402514_1	NA
206717	8634	100	outside	40057974	27475062	1_4_1202	27475062_1	NA
37175	7790	43	outside	61071666	27517234	1_7_154448	27517234_1	NA
240901	9662	100	outside	27525202	27525202	NA	NA	NA
39459	9501	100	intersecting or downstream	15366642	27572722	1_4_1839	27572722_1	NA
123494	8502	100	intersecting or downstream	3515350	27632598	1_7_19798	27632598_1	NA
216083	9522	36	intersecting or downstream	6755474	27726994	1_4_512	27726994_1	NA
238601	9512	100	intersecting or downstream	15163666	27746578	1_4_905	27746578_1	NA
123461	8502	100	intersecting or downstream	27771862	27771862	1_7_18092	27771862_1	NA
144032	8991	100	outside	27796694	27796694	NA	NA	NA
230700	9663	8	outside	6838226	27809746	1_4_638	27809746_1	NA
5610	113	100	intersecting or downstream	28086238	27824094	1_7_28153	27824094_1	NA
37863	8522	43	outside	27824374	27824374	1_7_208833	27824374_1	NA
76259	8657	100	intersecting or downstream	2703702	27869526	1_4_591	27869526_1	NA
123496	8502	100	intersecting or downstream	50701270	27894742	1_4_535	27894742_1	NA
194178	7441	100	intersecting or downstream	27917750	27917750	1_7_168025	27917750_1	NA
40010	9617	100	outside	27919774	27919774	NA	NA	NA
39252	9501	100	intersecting or downstream	27933010	27933010	1_4_146	27933010_1	NA
238516	9512	100	intersecting or downstream	27937042	27937042	NA	NA	NA
209822	9594	12	outside	52517842	27941842	1_4_372	27941842_1	NA
39065	9501	100	intersecting or downstream	53119458	27953634	1_7_8908	27953634_1	NA
166798	8836	100	outside	27975214	27975214	NA	NA	NA
206708	8634	100	outside	55270518	28007542	1_4_1193	28007542_1	NA
39214	9501	100	intersecting or downstream	28016722	28016722	1_7_7727	28016722_1	NA
241627	9505	44	intersecting or downstream	28040146	28040146	NA	NA	NA
166739	8836	46	outside	38647030	28161270	1_4_302	28161270_1	NA
39099	9501	100	intersecting or downstream	3034194	28200018	1_4_992	28200018_1	NA
214065	8520	59	intersecting or downstream	28221558	28221558	NA	NA	NA
123454	8502	100	intersecting or downstream	60735190	28229334	1_7_9427	28229334_1	NA
194184	7441	100	intersecting or downstream	39517622	28245430	1_7_59755	28245430_1	NA
230694	9663	100	outside	40843218	28260306	1_4_652	28260306_1	NA
216182	9522	100	intersecting or downstream	19916258	28304866	1_7_8072	28304866_1	NA
166817	8836	15	outside	53526062	28360238	1_4_1443	28360238_1	NA
166818	8836	100	outside	28360238	28360238	NA	NA	NA
39227	9501	100	intersecting or downstream	28426322	28426322	1_4_121	28426322_1	NA
39130	9501	100	intersecting or downstream	57794978	28434850	1_7_8864	28434850_1	NA
238542	9512	100	intersecting or downstream	28440850	28440850	NA	NA	NA
206669	8634	100	outside	28470134	28470134	1_7_34556	28470134_1	NA
252523	8506	100	outside	62028278	28473846	1_4_688	28473846_1	NA
38425	9064	100	outside	28482806	28482806	NA	NA	NA
584	460	51	outside	56820854	28509302	1_7_226910	28509302_1	NA
46047	8797	100	outside	62065270	28510838	1_7_54999	28510838_1	NA
5583	113	100	outside	28542942	28542942	1_4_1684	28542942_1	NA
123683	8502	100	intersecting or downstream	11027702	28570870	1_7_29357	28570870_1	NA
46492	9047	100	intersecting or downstream	28584758	28584758	NA	NA	NA
226450	9875	100	outside	28642578	28642578	1_4_1071	28642578_1	NA
218390	7921	67	intersecting or downstream	37115698	28727090	1_4_1519	28727090_1	NA
224814	8501	100	intersecting or downstream	58101238	28741110	1_4_1391	28741110_1	NA
255365	9508	100	intersecting or downstream	16211474	28794386	1_4_425	28794386_1	NA
255442	9508	100	outside	41410578	28827666	1_4_399	28827666_1	NA
65052	39913	44	outside	37218966	28830358	1_7_205961	28830358_1	NA
83578	42787	100	intersecting or downstream	65018606	28908270	1_7_46212	28908270_1	NA
238534	9512	100	intersecting or downstream	13207826	28936466	1_4_1124	28936466_1	NA
144009	8991	100	outside	28955862	28955862	NA	NA	NA
74743	8725	92	intersecting or downstream	29013878	29013878	1_7_52414	29013878_1	NA
123484	8502	100	intersecting or downstream	8868822	29053910	1_4_460	29053910_1	NA
218792	9574	100	intersecting or downstream	23813554	29056434	1_4_1033	29056434_1	NA
216089	9522	100	intersecting or downstream	41841490	29061970	1_7_27890	29061970_1	NA
216090	9522	101	intersecting or downstream	29061970	29061970	NA	NA	NA
218813	9574	100	intersecting or downstream	45859506	29082290	1_4_951	29082290_1	NA
588	460	100	outside	59180150	29164662	1_7_226906	29164662_1	NA
218762	9574	100	intersecting or downstream	29173170	29173170	1_4_10	29173170_1	NA
205800	48	100	intersecting or downstream	37587954	29199346	1_7_72669	29199346_1	NA
212358	9536	100	intersecting or downstream	20863666	29252274	1_4_331	29252274_1	NA
123455	8502	100	intersecting or downstream	11452118	29277910	1_7_9426	29277910_1	NA
238740	9512	100	outside	46055634	29278418	1_4_66	29278418_1	NA
123785	8504	100	intersecting or downstream	30229462	29311958	1_7_11708	29311958_1	NA
144619	9702	100	intersecting or downstream	46090002	29312786	1_4_497	29312786_1	NA
5599	113	100	outside	29362142	29362142	NA	NA	NA
39137	9501	100	intersecting or downstream	29548962	29548962	1_7_8857	29548962_1	NA
224942	8501	100	intersecting or downstream	29603702	29603702	NA	NA	NA
39278	9501	100	intersecting or downstream	46393682	29616466	1_4_172	29616466_1	NA
19764	2628	75	outside	58976705	29616577	1_7_157559	29616577_1	NA
143994	8991	100	outside	29642966	29642966	NA	NA	NA
123610	8502	100	intersecting or downstream	26695670	29644790	1_7_3114	29644790_1	NA
40871	9225	100	intersecting or downstream	29667798	29667798	1_7_91685	29667798_1	NA
92050	8656	100	intersecting or downstream	40360246	29694262	1_7_211284	29694262_1	NA
224936	8501	100	intersecting or downstream	29747062	29747062	NA	NA	NA
230695	9663	100	outside	28260306	29751250	1_4_653	29751250_1	NA
123541	8502	100	intersecting or downstream	12974038	29751254	1_4_600	29751254_1	NA
39207	9501	100	intersecting or downstream	3244114	29786194	1_7_7734	29786194_1	NA
5603	113	100	intersecting or downstream	63369182	29814750	1_7_28221	29814750_1	NA
218774	9574	43	intersecting or downstream	15175090	29855154	1_4_2	29855154_1	NA
212379	9536	100	intersecting or downstream	4761010	29926834	1_4_352	29926834_1	NA
5615	113	100	intersecting or downstream	7131102	29937630	1_7_28148	29937630_1	NA
209471	8038	100	outside	29964850	29964850	NA	NA	NA
238533	9512	100	intersecting or downstream	35227922	29985042	1_4_1123	29985042_1	NA
39502	9501	100	intersecting or downstream	23299314	30000370	1_4_1796	30000370_1	NA
212343	9536	27	intersecting or downstream	30013618	30013618	NA	NA	NA
175048	1179	100	intersecting or downstream	55224385	30058561	1_4_1007	30058561_1	NA
90121	8787	70	intersecting or downstream	30064686	30064686	1_7_209695	30064686_1	NA
206658	8634	100	outside	24304502	30071670	1_4_562	30071670_1	NA
103411	8552	100	outside	47380278	30078774	1_4_1890	30078774_1	NA
221115	9766	82	intersecting or downstream	30088178	30088178	NA	NA	NA
144022	8991	100	outside	30102742	30102742	NA	NA	NA
230701	9663	100	outside	27809746	30169042	1_4_639	30169042_1	NA
238529	9512	100	intersecting or downstream	13535506	30312722	1_4_1119	30312722_1	NA
252529	8506	100	outside	5278198	30444022	1_4_694	30444022_1	NA
206662	8634	100	outside	13687670	30464886	1_4_566	30464886_1	NA
224931	8501	100	intersecting or downstream	30467958	30467958	NA	NA	NA
56555	9800	100	intersecting or downstream	27335666	30481394	1_7_119649	30481394_1	NA
255424	9508	100	intersecting or downstream	3489810	30490642	1_4_1154	30490642_1	NA
238596	9512	100	intersecting or downstream	30564626	30564626	1_4_92	30564626_1	NA
255409	9508	100	intersecting or downstream	26406418	30600722	1_4_410	30600722_1	NA
226448	9875	100	outside	30608658	30608658	1_4_1069	30608658_1	NA
213836	10004	73	intersecting or downstream	30648146	30648146	NA	NA	NA
216178	9522	74	intersecting or downstream	4711906	30664162	1_7_8076	30664162_1	NA
218798	9574	100	intersecting or downstream	5725618	30694834	1_4_1039	30694834_1	NA
39195	9501	100	intersecting or downstream	30744658	30744658	1_7_7746	30744658_1	NA
39154	9501	100	intersecting or downstream	47545426	30768210	1_7_8932	30768210_1	NA
238765	9512	22	outside	30768338	30768338	1_7_58069	30768338_1	NA
47687	10163	100	intersecting or downstream	30796638	30796638	1_4_804	30796638_1	NA
113037	8589	100	outside	6725878	30843126	1_7_45074	30843126_1	NA
103409	8552	100	intersecting or downstream	26670902	30865206	1_4_1349	30865206_1	NA
144045	8991	100	outside	16401622	30885078	1_7_209210	30885078_1	NA
230698	9663	100	outside	43276242	30955474	1_4_656	30955474_1	NA
214066	8520	100	intersecting or downstream	64527478	30973046	1_7_41031	30973046_1	NA
238511	9512	100	intersecting or downstream	49760530	31148306	1_4_1103	31148306_1	NA
45992	8797	63	intersecting or downstream	31239798	31239798	NA	NA	NA
238752	9512	100	outside	31277266	31277266	1_4_78	31277266_1	NA
39104	9501	100	intersecting or downstream	5065810	31280210	1_4_987	31280210_1	NA
39331	9501	100	intersecting or downstream	31319378	31319378	1_4_225	31319378_1	NA
46043	8797	100	outside	14551670	31328886	1_7_55003	31328886_1	NA
166859	8836	100	outside	55514862	31397614	1_7_190784	31397614_1	NA
226477	9875	39	outside	31399186	31399186	NA	NA	NA
212388	9536	100	intersecting or downstream	32533170	31484594	1_4_361	31484594_1	NA
39218	9501	100	intersecting or downstream	31490130	31490130	1_7_7178	31490130_1	NA
206728	8634	64	outside	43842678	31521910	1_4_1213	31521910_1	NA
39100	9501	100	intersecting or downstream	31542354	31542354	1_4_991	31542354_1	NA
39088	9501	100	intersecting or downstream	63016018	31558738	1_4_1002	31558738_1	NA
39089	9501	100	intersecting or downstream	31558738	31558738	NA	NA	NA
39329	9501	100	intersecting or downstream	31581522	31581522	1_4_223	31581522_1	NA
206736	8634	100	outside	31685750	31685750	NA	NA	NA
166830	8836	41	outside	31702574	31702574	NA	NA	NA
39460	9501	100	intersecting or downstream	44349938	31767026	1_4_1838	31767026_1	NA
206683	8634	100	outside	60091254	31779702	1_4_1168	31779702_1	NA
230705	9663	100	outside	31807442	31807442	NA	NA	NA
39491	9501	100	intersecting or downstream	32560370	31839474	1_4_1807	31839474_1	NA
124211	8953	69	intersecting or downstream	3544950	31856502	1_4_1769	31856502_1	NA
123589	8502	100	intersecting or downstream	46801910	31859702	1_7_23087	31859702_1	NA
203458	7621	23	intersecting or downstream	31923366	31923366	NA	NA	NA
255336	9508	78	intersecting or downstream	15413778	31928850	1_7_232395	31928850_1	NA
238502	9512	100	intersecting or downstream	32002922	32002922	1_4_1094	32002922_1	NA
158924	6	21	outside	15230441	32007657	1_7_22647	32007657_1	NA
39110	9501	100	intersecting or downstream	15237538	32014754	1_7_8884	32014754_1	NA
5574	113	100	outside	32024542	32024542	1_4_1675	32024542_1	NA
40031	9617	87	outside	28972446	32052638	1_7_190676	32052638_1	NA
39430	9501	100	intersecting or downstream	23669234	32057842	1_4_1868	32057842_1	NA
212351	9536	84	intersecting or downstream	45245362	32070322	1_4_324	32070322_1	NA
39251	9501	100	intersecting or downstream	57817426	32127314	1_4_145	32127314_1	NA
218811	9574	100	intersecting or downstream	49005234	32228018	1_4_949	32228018_1	NA
45941	8797	100	intersecting or downstream	32253814	32253814	NA	NA	NA
123471	8502	52	intersecting or downstream	32293846	32293846	1_7_18082	32293846_1	NA
90384	9502	100	intersecting or downstream	15547806	32325022	1_4_1641	32325022_1	NA
39333	9501	100	intersecting or downstream	53339474	32367954	1_4_227	32367954_1	NA
259133	8710	100	intersecting or downstream	32374006	32374006	1_4_845	32374006_1	NA
238522	9512	100	intersecting or downstream	32426258	32426258	NA	NA	NA
39189	9501	100	intersecting or downstream	32448594	32448594	1_7_7752	32448594_1	NA
216181	9522	100	intersecting or downstream	41936354	32499170	1_7_8073	32499170_1	NA
33371	8569	100	outside	32516982	32516982	1_7_166713	32516982_1	NA
123774	8504	100	intersecting or downstream	5308118	32571094	1_7_26644	32571094_1	NA
238508	9512	100	intersecting or downstream	32592746	32592746	1_4_1100	32592746_1	NA
39485	9501	100	intersecting or downstream	18699506	32593138	1_4_1813	32593138_1	NA
9544	1167	100	outside	32660417	32660417	1_7_125634	32660417_1	NA
39066	9501	100	intersecting or downstream	27953634	32672226	1_7_8907	32672226_1	NA
46652	9190	100	intersecting or downstream	32695342	32695342	1_7_212701	32695342_1	NA
39211	9501	100	intersecting or downstream	32735314	32735314	1_7_7730	32735314_1	NA
123781	8504	100	intersecting or downstream	3392470	32752598	1_7_11712	32752598_1	NA
39275	9501	100	intersecting or downstream	32778578	32778578	1_4_169	32778578_1	NA
206679	8634	25	outside	46164854	32795510	1_7_34546	32795510_1	NA
255344	9508	100	intersecting or downstream	32846354	32846354	NA	NA	NA
260486	3130	100	intersecting or downstream	32857705	32857705	NA	NA	NA
46040	8797	100	outside	65620598	32901750	1_7_55006	32901750_1	NA
166857	8836	100	outside	38213358	32970478	1_7_190786	32970478_1	NA
205801	48	74	intersecting or downstream	7834610	33000434	1_7_72668	33000434_1	NA
226464	9875	100	outside	66571538	33017106	1_4_1085	33017106_1	NA
224808	8501	100	intersecting or downstream	41405942	33017334	1_4_1385	33017334_1	NA
39052	9501	100	intersecting or downstream	33020386	33020386	1_4_974	33020386_1	NA
218801	9574	100	intersecting or downstream	27549106	33054130	1_4_1042	33054130_1	NA
238544	9512	100	intersecting or downstream	33093906	33093906	1_4_781	33093906_1	NA
33418	8572	8	intersecting or downstream	33095126	33095126	NA	NA	NA
39153	9501	100	intersecting or downstream	49904722	33127506	1_7_8841	33127506_1	NA
218827	9574	100	outside	47022978	33129346	1_4_27	33129346_1	NA
176606	2205	75	outside	6922945	33137345	1_4_1463	33137345_1	NA
39123	9501	100	intersecting or downstream	45752738	33169826	1_7_8871	33169826_1	NA
206739	8634	65	outside	33193078	33193078	NA	NA	NA
194182	7441	100	intersecting or downstream	10943926	33226166	1_7_59757	33226166_1	NA
206732	8634	100	outside	51870838	33258614	1_4_1217	33258614_1	NA
123778	8504	100	intersecting or downstream	66831318	33276886	1_7_11715	33276886_1	NA
166819	8836	100	outside	33340974	33340974	NA	NA	NA
582	460	100	outside	24609910	33342582	1_7_226912	33342582_1	NA
39229	9501	100	intersecting or downstream	66928722	33374290	1_4_123	33374290_1	NA
123782	8504	100	intersecting or downstream	31278038	33375190	1_7_11711	33375190_1	NA
144047	8991	100	outside	25838806	33506518	1_7_49556	33506518_1	NA
241378	9505	63	intersecting or downstream	33525906	33525906	1_7_3292	33525906_1	NA
90382	9502	100	intersecting or downstream	34586014	33537438	1_7_26539	33537438_1	NA
39233	9501	100	intersecting or downstream	54524242	33552722	1_4_127	33552722_1	NA
56562	9800	95	intersecting or downstream	20971506	33554418	1_7_119642	33554418_1	NA
180393	3538	100	intersecting or downstream	33596349	33596349	NA	NA	NA
38434	9064	37	outside	12688630	33660150	1_7_79649	33660150_1	NA
123027	7235	91	outside	58840502	33674678	1_7_161837	33674678_1	NA
39249	9501	100	intersecting or downstream	25311570	33700178	1_4_143	33700178_1	NA
206670	8634	100	outside	53635958	33713014	1_7_34555	33713014_1	NA
137721	62204	4	outside	33716086	33716086	NA	NA	NA
252525	8506	100	outside	46299638	33716726	1_4_690	33716726_1	NA
123546	8502	15	intersecting or downstream	33748950	33748950	NA	NA	NA
197235	8541	102	intersecting or downstream	7673750	33769366	1_4_316	33769366_1	NA
218823	9574	100	outside	37979010	33784706	1_4_23	33784706_1	NA
175053	1179	100	intersecting or downstream	16574529	33876033	1_4_1012	33876033_1	NA
241605	9505	51	intersecting or downstream	33884114	33884114	NA	NA	NA
166730	8836	40	outside	33932534	33932534	NA	NA	NA
113050	8589	100	outside	17166582	33943798	1_7_215272	33943798_1	NA
212348	9536	100	intersecting or downstream	33945778	33945778	NA	NA	NA
218787	9574	100	intersecting or downstream	25578930	33967538	1_4_1028	33967538_1	NA
39363	9501	100	intersecting or downstream	413170	33967602	1_4_257	33967602_1	NA
39451	9501	100	intersecting or downstream	59193842	34028018	1_4_1847	34028018_1	NA
224806	8501	52	intersecting or downstream	61459958	34065910	1_4_1383	34065910_1	NA
209470	8038	100	outside	13122098	34159154	1_4_1511	34159154_1	NA
180398	3538	100	intersecting or downstream	17391549	34168765	1_7_210209	34168765_1	NA
213839	10004	100	intersecting or downstream	34170706	34170706	1_7_26980	34170706_1	NA
144036	8991	100	outside	34219222	34219222	NA	NA	NA
212373	9536	100	intersecting or downstream	11417010	34223538	1_4_346	34223538_1	NA
103412	8552	100	outside	42661686	34273078	1_4_1891	34273078_1	NA
252558	8506	100	outside	2902518	34281974	1_4_714	34281974_1	NA
200619	17603	73	outside	51061654	34284438	1_7_28316	34284438_1	NA
180397	3538	100	intersecting or downstream	42673085	34284477	1_7_210210	34284477_1	NA
39434	9501	100	intersecting or downstream	30091762	34286066	1_4_1864	34286066_1	NA
212394	9536	63	intersecting or downstream	17525426	34302642	1_7_26873	34302642_1	NA
255392	9508	91	intersecting or downstream	21720594	34303506	1_7_17848	34303506_1	NA
5596	113	100	outside	34342878	34342878	NA	NA	NA
255415	9508	100	intersecting or downstream	20754450	34385938	1_7_17871	34385938_1	NA
255416	9508	20	intersecting or downstream	34385938	34385938	NA	NA	NA
56558	9800	100	intersecting or downstream	52239346	34413554	1_7_119646	34413554_1	NA
113056	8589	100	outside	23146742	34418934	1_4_39	34418934_1	NA
39381	9501	100	intersecting or downstream	35479026	34430450	1_4_275	34430450_1	NA
83580	42787	100	intersecting or downstream	19471086	34478830	1_7_46210	34478830_1	NA
238741	9512	100	outside	32424146	34521298	1_4_67	34521298_1	NA
39092	9501	100	intersecting or downstream	34573394	34573394	1_4_999	34573394_1	NA
224947	8501	100	intersecting or downstream	34584438	34584438	NA	NA	NA
5584	113	100	outside	29345758	34588638	1_4_1686	34588638_1	NA
224932	8501	100	intersecting or downstream	34596726	34596726	NA	NA	NA
213840	10004	100	intersecting or downstream	22636370	34608978	1_7_26978	34608978_1	NA
39134	9501	100	intersecting or downstream	49701282	34628002	1_7_8860	34628002_1	NA
39084	9501	100	intersecting or downstream	48291218	34659730	1_7_11431	34659730_1	NA
102600	9184	100	intersecting or downstream	20694774	34785014	1_7_50994	34785014_1	NA
260899	74	100	intersecting or downstream	34813193	34813193	1_7_79851	34813193_1	NA
238639	9512	100	intersecting or downstream	51612434	34835218	1_4_895	34835218_1	NA
19762	2628	100	outside	5499329	34859457	1_7_157561	34859457_1	NA
201259	40512	100	outside	34909398	34909398	1_7_42903	34909398_1	NA
255355	9508	100	intersecting or downstream	36221458	34910738	1_4_434	34910738_1	NA
104296	10047	100	outside	33864030	34912606	1_4_1652	34912606_1	NA
92548	1561	100	intersecting or downstream	35974961	34926385	1_7_153855	34926385_1	NA
39171	9501	100	intersecting or downstream	34959442	34959442	1_7_7770	34959442_1	NA
238734	9512	100	outside	34988242	34988242	1_4_1235	34988242_1	NA
5559	113	100	outside	66480094	35022814	1_4_1141	35022814_1	NA
39169	9501	100	intersecting or downstream	1470546	35024978	1_7_7772	35024978_1	NA
169155	39725	100	outside	35085062	35085062	1_7_25688	35085062_1	NA
