rank	vhag_code	prop_3260	sac_streams	grts_ranking	grts_ranking_draw	segment_id	point_code	db_ref
259137	8710	100	intersecting or downstream	46370038	46370038	NA	NA	NA
255313	9508	63	intersecting or downstream	66306578	46383634	1_4_442	46383634_1	NA
104295	10047	100	outside	54835550	46446942	1_4_1651	46446942_1	NA
206702	8634	100	outside	17112182	46472310	1_4_1187	46472310_1	NA
259146	8710	100	intersecting or downstream	12946678	46501110	1_4_858	46501110_1	NA
238608	9512	100	intersecting or downstream	8528146	46539026	1_4_912	46539026_1	NA
169153	39725	100	outside	46553862	46553862	1_7_25690	46553862_1	NA
238587	9512	100	intersecting or downstream	8810770	46559506	1_4_1161	46559506_1	NA
238588	9512	100	intersecting or downstream	46559506	46559506	NA	NA	NA
209498	8038	100	outside	21425618	46591442	1_4_1492	46591442_1	NA
581	460	100	outside	34047094	46630006	1_7_226913	46630006_1	NA
143395	8508	70	outside	46699766	46699766	NA	NA	NA
214068	8520	100	intersecting or downstream	25730166	46701686	1_7_41029	46701686_1	NA
259888	7623	17	intersecting or downstream	46710454	46710454	NA	NA	NA
113040	8589	100	outside	29991158	46768374	1_7_47899	46768374_1	NA
39337	9501	100	intersecting or downstream	4840946	46783986	1_4_231	46783986_1	NA
238760	9512	100	outside	63586514	46809298	1_4_86	46809298_1	NA
9547	1167	100	outside	15358913	46816193	1_4_596	46816193_1	NA
144006	8991	100	outside	46961878	46961878	NA	NA	NA
226453	9875	100	outside	55381266	46992658	1_4_1074	46992658_1	NA
238751	9512	100	outside	47005906	47005906	1_4_77	47005906_1	NA
123532	8502	100	intersecting or downstream	20809686	47024086	1_4_1150	47024086_1	NA
5556	113	100	outside	17721310	47081438	1_4_1138	47081438_1	NA
238742	9512	100	outside	30326994	47104210	1_4_68	47104210_1	NA
166943	8995	8	intersecting or downstream	60918070	47135030	1_7_105802	47135030_1	NA
230712	9663	55	outside	47175634	47175634	NA	NA	NA
143070	7440	62	intersecting or downstream	47187666	47187666	NA	NA	NA
39495	9501	100	intersecting or downstream	40490226	47305970	1_4_1803	47305970_1	NA
212375	9536	100	intersecting or downstream	47330738	47330738	NA	NA	NA
39447	9501	100	intersecting or downstream	38930930	47397362	1_4_1851	47397362_1	NA
166815	8836	100	outside	41004590	47398446	1_4_1441	47398446_1	NA
166816	8836	8	outside	47398446	47398446	NA	NA	NA
81102	9621	96	intersecting or downstream	47416194	47416194	NA	NA	NA
166742	8836	100	outside	1291510	47428854	1_7_30999	47428854_1	NA
252554	8506	100	outside	30689782	47466998	1_4_710	47466998_1	NA
5595	113	100	outside	47581150	47581150	NA	NA	NA
39255	9501	100	intersecting or downstream	30816594	47593810	1_4_149	47593810_1	NA
212361	9536	100	intersecting or downstream	32398002	47602354	1_4_334	47602354_1	NA
123599	8502	100	intersecting or downstream	35038198	47621110	1_7_23096	47621110_1	NA
189549	6556	84	intersecting or downstream	18005254	47627526	1_4_1784	47627526_1	NA
39148	9501	100	intersecting or downstream	59571282	47774802	1_7_8846	47774802_1	NA
76253	8657	100	intersecting or downstream	65229142	47796566	1_4_585	47796566_1	NA
238586	9512	100	intersecting or downstream	39416082	47804690	1_4_1160	47804690_1	NA
241472	9505	41	intersecting or downstream	64634002	47856786	1_7_26180	47856786_1	NA
255385	9508	100	intersecting or downstream	14343698	47898130	1_4_1155	47898130_1	NA
226445	9875	100	outside	20647186	47910162	1_4_1066	47910162_1	NA
230703	9663	100	outside	52189138	47994834	1_4_641	47994834_1	NA
206711	8634	100	outside	47996022	47996022	NA	NA	NA
39293	9501	100	intersecting or downstream	64786770	48009554	1_4_187	48009554_1	NA
213780	10004	100	intersecting or downstream	7784530	48109650	1_4_57	48109650_1	NA
212371	9536	87	intersecting or downstream	18757042	48117170	1_4_344	48117170_1	NA
39361	9501	100	intersecting or downstream	31346162	48123378	1_4_255	48123378_1	NA
238745	9512	100	outside	35586258	48169170	1_4_71	48169170_1	NA
45960	8797	94	intersecting or downstream	48215926	48215926	NA	NA	NA
123465	8502	100	intersecting or downstream	35636182	48219094	1_7_18088	48219094_1	NA
259127	8710	100	intersecting or downstream	48233718	48233718	NA	NA	NA
39179	9501	100	intersecting or downstream	48279634	48279634	1_7_7762	48279634_1	NA
39083	9501	100	intersecting or downstream	23125394	48291218	1_7_11432	48291218_1	NA
259128	8710	100	intersecting or downstream	48364790	48364790	NA	NA	NA
206720	8634	102	outside	48381046	48381046	NA	NA	NA
9546	1167	100	outside	48389057	48389057	1_7_125632	48389057_1	NA
166796	8836	100	outside	33742382	48422446	1_4_1430	48422446_1	NA
39310	9501	100	intersecting or downstream	31646034	48423250	1_4_204	48423250_1	NA
39501	9501	100	intersecting or downstream	46585074	48465138	1_4_1797	48465138_1	NA
5588	113	100	outside	36947934	48482270	1_7_28235	48482270_1	NA
5589	113	100	outside	48482270	48482270	NA	NA	NA
252506	8506	100	outside	8649206	48495094	1_4_1634	48495094_1	NA
224926	8501	100	intersecting or downstream	48506742	48506742	NA	NA	NA
252553	8506	100	outside	48515574	48515574	1_4_709	48515574_1	NA
144039	8991	98	outside	19227862	48587990	1_7_209216	48587990_1	NA
238610	9512	100	intersecting or downstream	57024786	48636178	1_4_914	48636178_1	NA
169154	39725	100	outside	48651014	48651014	1_7_25689	48651014_1	NA
238641	9512	100	intersecting or downstream	20339474	48651026	1_4_897	48651026_1	NA
39184	9501	100	intersecting or downstream	48672850	48672850	1_7_7757	48672850_1	NA
39499	9501	100	intersecting or downstream	40293618	48682226	1_4_1799	48682226_1	NA
238557	9512	77	intersecting or downstream	40319250	48707858	1_4_98	48707858_1	NA
194188	7441	100	intersecting or downstream	48795062	48795062	NA	NA	NA
249716	9048	100	outside	15279734	48834166	1_4_883	48834166_1	NA
90387	9502	90	intersecting or downstream	47005086	48840094	1_4_1644	48840094_1	NA
39090	9501	100	intersecting or downstream	48860242	48860242	1_4_1001	48860242_1	NA
144037	8991	100	outside	23733462	48899286	1_7_209218	48899286_1	NA
39321	9501	100	intersecting or downstream	48915794	48915794	1_4_215	48915794_1	NA
84207	4171	4	outside	48943037	48943037	1_7_59268	48943037_1	NA
38448	9064	100	outside	48967214	48967214	1_4_663	48967214_1	NA
39055	9501	100	intersecting or downstream	57379298	48990690	1_4_971	48990690_1	NA
224822	8501	100	intersecting or downstream	19766774	49126902	1_4_1399	49126902_1	NA
124215	8953	100	intersecting or downstream	41817974	49158006	1_7_31128	49158006_1	NA
238757	9512	100	outside	6176978	49168594	1_4_83	49168594_1	NA
213811	10004	100	intersecting or downstream	65946450	49169234	1_4_53	49169234_1	NA
226443	9875	100	outside	49220882	49220882	1_4_1064	49220882_1	NA
255405	9508	100	intersecting or downstream	6286866	49278482	1_4_869	49278482_1	NA
206664	8634	100	outside	49339254	49339254	NA	NA	NA
238583	9512	100	intersecting or downstream	32600338	49377554	1_4_1055	49377554_1	NA
238761	9512	100	outside	49380562	49380562	1_4_87	49380562_1	NA
32535	7293	63	outside	49468854	49468854	1_4_595	49468854_1	NA
144620	9702	100	intersecting or downstream	4146962	49497874	1_4_498	49497874_1	NA
144636	9702	97	intersecting or downstream	11790546	49539282	1_7_15879	49539282_1	NA
256604	9823	57	intersecting or downstream	49551842	49551842	NA	NA	NA
39177	9501	100	intersecting or downstream	49606738	49606738	1_7_7764	49606738_1	NA
39467	9501	100	intersecting or downstream	66386418	49609202	1_4_1831	49609202_1	NA
123493	8502	100	intersecting or downstream	14853078	49652694	1_7_19799	49652694_1	NA
39405	9501	100	intersecting or downstream	66457074	49679858	1_7_20158	49679858_1	NA
104305	10047	100	outside	66488670	49711454	1_4_1517	49711454_1	NA
144033	8991	100	outside	49816790	49816790	NA	NA	NA
39470	9501	100	intersecting or downstream	55114226	49871346	1_4_1828	49871346_1	NA
33417	8572	100	intersecting or downstream	31423958	49872342	1_7_32151	49872342_1	NA
180395	3538	100	intersecting or downstream	5186493	50013117	1_7_210212	50013117_1	NA
123485	8502	100	intersecting or downstream	12276694	50025430	1_4_461	50025430_1	NA
5578	113	100	outside	50038750	50038750	1_4_1679	50038750_1	NA
259132	8710	100	intersecting or downstream	50199798	50199798	1_4_844	50199798_1	NA
218836	9574	100	outside	16647042	50201474	1_4_36	50201474_1	NA
123582	8502	100	intersecting or downstream	57890550	50288374	1_7_18095	50288374_1	NA
123504	8502	100	intersecting or downstream	46097366	50291670	1_4_456	50291670_1	NA
224949	8501	100	intersecting or downstream	50313078	50313078	NA	NA	NA
5600	113	102	intersecting or downstream	50333662	50333662	1_7_28224	50333662_1	NA
83575	42787	100	intersecting or downstream	57154286	50338542	1_7_46215	50338542_1	NA
39202	9501	100	intersecting or downstream	50339922	50339922	1_7_7739	50339922_1	NA
39468	9501	100	intersecting or downstream	8452594	50395634	1_4_1830	50395634_1	NA
113054	8589	77	outside	25243894	50409718	1_7_47412	50409718_1	NA
144616	9702	100	intersecting or downstream	40978194	50415378	1_4_494	50415378_1	NA
259148	8710	100	intersecting or downstream	60132598	50433270	1_7_37764	50433270_1	NA
143996	8991	100	outside	50435286	50435286	NA	NA	NA
144011	8991	100	outside	50451670	50451670	NA	NA	NA
238607	9512	100	intersecting or downstream	44179730	50471186	1_4_911	50471186_1	NA
123587	8502	100	intersecting or downstream	37902070	50484982	1_7_23089	50484982_1	NA
5605	113	90	intersecting or downstream	16969694	50524126	1_7_28260	50524126_1	NA
94828	48001	73	outside	29985270	50530806	1_7_184655	50530806_1	NA
94829	48001	18	outside	50530806	50530806	NA	NA	NA
39391	9501	100	intersecting or downstream	46454258	50648562	1_4_285	50648562_1	NA
238648	9512	100	intersecting or downstream	61692690	50682642	1_7_3496	50682642_1	NA
123495	8502	100	intersecting or downstream	12952534	50701270	1_7_19797	50701270_1	NA
123601	8502	100	intersecting or downstream	42378230	50766838	1_7_23094	50766838_1	NA
39349	9501	100	intersecting or downstream	50802162	50802162	1_4_243	50802162_1	NA
39068	9501	100	intersecting or downstream	16943586	50809314	1_7_8905	50809314_1	NA
213944	10004	53	intersecting or downstream	50891346	50891346	NA	NA	NA
175056	1179	100	intersecting or downstream	32041025	50915393	1_4_1015	50915393_1	NA
249717	9048	100	outside	42542710	50931318	1_4_884	50931318_1	NA
39503	9501	100	intersecting or downstream	13223154	50971890	1_4_1795	50971890_1	NA
255379	9508	100	intersecting or downstream	21618194	50978322	1_4_727	50978322_1	NA
209497	8038	100	outside	49950162	50998738	1_4_1491	50998738_1	NA
144579	9702	5	intersecting or downstream	26059538	51012370	1_7_15886	51012370_1	NA
123690	8502	100	intersecting or downstream	5960950	51049718	1_4_314	51049718_1	NA
255393	9508	41	intersecting or downstream	51080722	51080722	NA	NA	NA
39424	9501	100	intersecting or downstream	63678962	51096050	1_7_20139	51096050_1	NA
37818	8516	65	outside	51101302	51101302	1_7_170695	51101302_1	NA
241628	9505	39	intersecting or downstream	51108818	51108818	NA	NA	NA
98823	8576	100	outside	13370014	51118750	1_7_203328	51118750_1	NA
123783	8504	100	intersecting or downstream	37569494	51200982	1_7_11710	51200982_1	NA
39062	9501	100	intersecting or downstream	11373026	51218914	1_7_8911	51218914_1	NA
39063	9501	100	intersecting or downstream	51218914	51218914	NA	NA	NA
39397	9501	100	intersecting or downstream	34459122	51236338	1_4_291	51236338_1	NA
238521	9512	100	intersecting or downstream	51300626	51300626	NA	NA	NA
39191	9501	100	intersecting or downstream	51322962	51322962	1_7_7750	51322962_1	NA
76248	8657	100	intersecting or downstream	51335510	51335510	1_4_579	51335510_1	NA
213841	10004	100	intersecting or downstream	34608978	51386194	1_7_26977	51386194_1	NA
255352	9508	24	intersecting or downstream	4174354	51425810	1_4_431	51425810_1	NA
212354	9536	100	intersecting or downstream	55138994	51468978	1_4_327	51468978_1	NA
39086	9501	100	intersecting or downstream	9493906	51481682	1_7_11429	51481682_1	NA
260189	9890	100	intersecting or downstream	9572498	51515538	1_7_18803	51515538_1	NA
39192	9501	100	intersecting or downstream	64790610	51585106	1_7_7749	51585106_1	NA
39213	9501	100	intersecting or downstream	51609682	51609682	1_7_7728	51609682_1	NA
259135	8710	100	intersecting or downstream	51612918	51612918	NA	NA	NA
39295	9501	100	intersecting or downstream	18092370	51646802	1_4_189	51646802_1	NA
218759	9574	100	intersecting or downstream	51717554	51717554	1_4_7	51717554_1	NA
76258	8657	100	intersecting or downstream	43340118	51728726	1_4_590	51728726_1	NA
104307	10047	38	outside	36079966	51743070	1_7_26737	51743070_1	NA
143998	8991	100	outside	51746006	51746006	NA	NA	NA
238258	5000	29	intersecting or downstream	16949401	51749017	1_7_17778	51749017_1	NA
39166	9501	100	intersecting or downstream	51769426	51769426	1_7_7775	51769426_1	NA
39122	9501	100	intersecting or downstream	60170658	51782050	1_7_8872	51782050_1	NA
39132	9501	100	intersecting or downstream	60187042	51798434	1_7_8862	51798434_1	NA
39185	9501	100	intersecting or downstream	51818578	51818578	1_7_7756	51818578_1	NA
206661	8634	54	outside	51829622	51829622	NA	NA	NA
39302	9501	100	intersecting or downstream	62853458	51843410	1_4_196	51843410_1	NA
166827	8836	100	outside	37469742	51887662	1_4_1451	51887662_1	NA
209484	8038	65	outside	35139026	51916242	1_4_1478	51916242_1	NA
231527	9630	100	intersecting or downstream	51947474	51947474	NA	NA	NA
224927	8501	100	intersecting or downstream	51963766	51963766	NA	NA	NA
123452	8502	100	intersecting or downstream	26853078	52018902	1_7_26233	52018902_1	NA
99521	8570	100	outside	52023414	52023414	NA	NA	NA
194179	7441	100	intersecting or downstream	52034998	52034998	1_7_59760	52034998_1	NA
39346	9501	100	intersecting or downstream	52096498	52096498	1_4_240	52096498_1	NA
144625	9702	100	intersecting or downstream	43722962	52111570	1_4_503	52111570_1	NA
39364	9501	100	intersecting or downstream	10898930	52121074	1_4_258	52121074_1	NA
123486	8502	100	intersecting or downstream	66802646	52122582	1_4_462	52122582_1	NA
123594	8502	100	intersecting or downstream	36414454	52143094	1_7_23082	52143094_1	NA
209486	8038	100	outside	54013394	52178386	1_4_1480	52178386_1	NA
230702	9663	100	outside	30169042	52189138	1_4_640	52189138_1	NA
123576	8502	100	intersecting or downstream	60589814	52201206	1_7_18422	52201206_1	NA
218764	9574	100	intersecting or downstream	64824754	52241842	1_4_12	52241842_1	NA
224939	8501	100	intersecting or downstream	52291446	52291446	NA	NA	NA
39360	9501	100	intersecting or downstream	44977650	52317682	1_4_254	52317682_1	NA
38424	9064	79	outside	18783478	52337910	1_4_660	52337910_1	NA
224933	8501	100	intersecting or downstream	52422518	52422518	NA	NA	NA
39379	9501	100	intersecting or downstream	52518386	52518386	1_4_273	52518386_1	NA
205799	48	68	intersecting or downstream	52530162	52530162	NA	NA	NA
39401	9501	100	intersecting or downstream	14798322	52547058	1_7_20162	52547058_1	NA
39431	9501	100	intersecting or downstream	45033970	52636146	1_4_1867	52636146_1	NA
206691	8634	100	outside	52650102	52650102	NA	NA	NA
39418	9501	100	intersecting or downstream	10529266	52668914	1_7_20145	52668914_1	NA
123685	8502	100	intersecting or downstream	27522294	52688118	1_7_29355	52688118_1	NA
206722	8634	71	outside	33700982	52837494	1_4_1207	52837494_1	NA
224812	8501	100	intersecting or downstream	51547638	52858358	1_4_1389	52858358_1	NA
219278	620	100	outside	45797569	52875457	1_4_1369	52875457_1	NA
39367	9501	100	intersecting or downstream	52907506	52907506	1_4_261	52907506_1	NA
250734	7905	51	outside	40357862	52940774	1_7_202292	52940774_1	NA
39471	9501	100	intersecting or downstream	49871346	52951538	1_4_1827	52951538_1	NA
104294	10047	54	outside	19446110	53000542	1_4_1650	53000542_1	NA
92547	1561	100	intersecting or downstream	53014321	53014321	1_7_153857	53014321_1	NA
45969	8797	97	intersecting or downstream	11092854	53035894	1_7_31196	53035894_1	NA
40650	8882	89	intersecting or downstream	19556214	53110646	1_4_835	53110646_1	NA
39458	9501	100	intersecting or downstream	2783730	53115378	1_4_1840	53115378_1	NA
39258	9501	100	intersecting or downstream	67021138	53127506	1_4_152	53127506_1	NA
39435	9501	100	intersecting or downstream	7023090	53160434	1_4_1863	53160434_1	NA
113057	8589	100	outside	17641718	53293302	1_4_40	53293302_1	NA
124217	8953	100	intersecting or downstream	36575094	53352310	1_7_31126	53352310_1	NA
218785	9574	100	intersecting or downstream	42880434	53366194	1_4_1026	53366194_1	NA
209506	8038	100	outside	57699794	53505490	1_4_1500	53505490_1	NA
39490	9501	100	intersecting or downstream	53531890	53531890	1_4_1808	53531890_1	NA
144058	8991	100	outside	53560534	53560534	1_4_1664	53560534_1	NA
90097	8728	100	intersecting or downstream	15817262	53565998	1_7_40977	53565998_1	NA
39206	9501	100	intersecting or downstream	53575762	53575762	1_7_7735	53575762_1	NA
38388	9064	102	outside	53589238	53589238	NA	NA	NA
39437	9501	100	intersecting or downstream	35768818	53594610	1_4_1861	53594610_1	NA
39399	9501	100	intersecting or downstream	3263986	53595634	1_4_293	53595634_1	NA
169161	39725	100	outside	53598982	53598982	NA	NA	NA
260218	9890	54	intersecting or downstream	8545426	53634194	1_7_18774	53634194_1	NA
252524	8506	100	outside	36862454	53639670	1_4_689	53639670_1	NA
5570	113	100	outside	53651422	53651422	1_4_1671	53651422_1	NA
200563	17603	100	intersecting or downstream	4405142	53688214	1_7_28281	53688214_1	NA
200564	17603	100	intersecting or downstream	53688214	53688214	NA	NA	NA
39390	9501	100	intersecting or downstream	20239858	53794290	1_4_284	53794290_1	NA
92052	8656	27	intersecting or downstream	53811510	53811510	NA	NA	NA
224919	8501	100	intersecting or downstream	7677814	53815158	1_7_31112	53815158_1	NA
224920	8501	100	intersecting or downstream	53815158	53815158	NA	NA	NA
238764	9512	100	outside	53837010	53837010	1_4_90	53837010_1	NA
206673	8634	98	outside	53898102	53898102	1_7_34552	53898102_1	NA
76249	8657	102	intersecting or downstream	50286934	53956950	1_4_581	53956950_1	NA
123585	8502	100	intersecting or downstream	48715510	53958390	1_4_446	53958390_1	NA
218802	9574	100	intersecting or downstream	37248434	54025650	1_4_1043	54025650_1	NA
33412	8572	100	intersecting or downstream	54033878	54033878	1_4_1525	54033878_1	NA
103405	8552	100	intersecting or downstream	54069046	54069046	NA	NA	NA
238746	9512	100	outside	54132946	54132946	1_4_72	54132946_1	NA
39119	9501	100	intersecting or downstream	40501666	54133154	1_7_8875	54133154_1	NA
123450	8502	80	intersecting or downstream	54197974	54197974	1_7_2833	54197974_1	NA
144622	9702	100	intersecting or downstream	8079122	54216466	1_4_500	54216466_1	NA
123501	8502	100	intersecting or downstream	54223830	54223830	1_7_28755	54223830_1	NA
39054	9501	100	intersecting or downstream	20679138	54233570	1_4_972	54233570_1	NA
39298	9501	100	intersecting or downstream	54268242	54268242	1_4_192	54268242_1	NA
39080	9501	100	intersecting or downstream	7195106	54381026	1_7_8893	54381026_1	NA
226471	9875	100	outside	662802	54402322	1_4_889	54402322_1	NA
206686	8634	100	outside	22866806	54419574	1_4_1171	54419574_1	NA
206687	8634	100	outside	54419574	54419574	NA	NA	NA
39319	9501	100	intersecting or downstream	42886482	54420818	1_4_213	54420818_1	NA
238591	9512	66	intersecting or downstream	33452306	54423826	1_4_94	54423826_1	NA
216088	9522	100	intersecting or downstream	54424402	54424402	1_4_517	54424402_1	NA
56561	9800	100	intersecting or downstream	60817394	54525938	1_7_119643	54525938_1	NA
220151	8820	100	intersecting or downstream	54615190	54615190	1_7_204129	54615190_1	NA
39210	9501	100	intersecting or downstream	54689874	54689874	1_7_7731	54689874_1	NA
39043	9501	100	intersecting or downstream	54749666	54749666	1_4_980	54749666_1	NA
238637	9512	100	intersecting or downstream	40602386	54758162	1_4_941	54758162_1	NA
255371	9508	100	intersecting or downstream	21257746	54812178	1_4_719	54812178_1	NA
33363	8569	100	outside	54831990	54831990	1_7_32775	54831990_1	NA
39196	9501	100	intersecting or downstream	54861906	54861906	1_7_7745	54861906_1	NA
39172	9501	100	intersecting or downstream	60125266	54882386	1_7_7769	54882386_1	NA
123505	8502	100	intersecting or downstream	33448918	54944726	1_4_457	54944726_1	NA
39051	9501	100	intersecting or downstream	29874658	55040482	1_4_975	55040482_1	NA
33366	8569	61	outside	55094134	55094134	1_7_166718	55094134_1	NA
216183	9522	100	intersecting or downstream	4793826	55125474	1_7_8071	55125474_1	NA
46038	8797	100	outside	42551926	55134838	1_7_55008	55134838_1	NA
144007	8991	92	outside	55170262	55170262	NA	NA	NA
255378	9508	100	intersecting or downstream	23715346	55172626	1_4_726	55172626_1	NA
47688	10163	100	intersecting or downstream	55176030	55176030	NA	NA	NA
213783	10004	100	intersecting or downstream	923730	55187538	1_4_60	55187538_1	NA
213784	10004	96	intersecting or downstream	55187538	55187538	NA	NA	NA
72202	2335	97	outside	55195393	55195393	1_7_132229	55195393_1	NA
144580	9702	96	intersecting or downstream	51012370	55206674	1_7_15885	55206674_1	NA
175047	1179	52	intersecting or downstream	35301441	55224385	1_4_1006	55224385_1	NA
39433	9501	100	intersecting or downstream	51587570	55257586	1_4_1865	55257586_1	NA
206718	8634	100	outside	27475062	55262326	1_4_1203	55262326_1	NA
206707	8634	100	outside	60775542	55270518	1_4_1192	55270518_1	NA
218804	9574	100	intersecting or downstream	39345586	55287218	1_4_959	55287218_1	NA
39344	9501	100	intersecting or downstream	55303666	55303666	1_4_238	55303666_1	NA
218810	9574	100	intersecting or downstream	63750834	55362226	1_4_948	55362226_1	NA
5549	113	100	outside	43859901	55394237	1_4_1131	55394237_1	NA
166813	8836	100	outside	55422510	55422510	NA	NA	NA
39164	9501	100	intersecting or downstream	55475282	55475282	1_7_7777	55475282_1	NA
166858	8836	100	outside	32970478	55514862	1_7_190785	55514862_1	NA
144020	8991	100	outside	55530710	55530710	NA	NA	NA
90381	9502	100	intersecting or downstream	55557534	55557534	NA	NA	NA
90098	8728	52	intersecting or downstream	55663150	55663150	NA	NA	NA
206672	8634	95	outside	55733110	55733110	1_7_34553	55733110_1	NA
259136	8710	100	intersecting or downstream	55807222	55807222	1_4_848	55807222_1	NA
38389	9064	100	outside	43234550	55817462	1_4_306	55817462_1	NA
5590	113	100	outside	55822302	55822302	NA	NA	NA
226466	9875	100	outside	34852114	55823634	1_4_1087	55823634_1	NA
238615	9512	49	intersecting or downstream	55910674	55910674	NA	NA	NA
123543	8502	100	intersecting or downstream	10942422	56031190	1_4_602	56031190_1	NA
224760	8501	100	intersecting or downstream	56051190	56051190	NA	NA	NA
206653	8634	53	outside	22502262	56056694	1_4_557	56056694_1	NA
123664	8502	96	intersecting or downstream	54870262	56067318	1_7_5519	56067318_1	NA
123615	8502	45	intersecting or downstream	34101238	56121334	1_4_1713	56121334_1	NA
39182	9501	100	intersecting or downstream	56143954	56143954	1_7_7759	56143954_1	NA
5568	113	100	outside	56207326	56207326	1_4_1669	56207326_1	NA
144008	8991	100	outside	56218838	56218838	NA	NA	NA
39305	9501	100	intersecting or downstream	52040018	56234322	1_4_199	56234322_1	NA
40651	8882	36	intersecting or downstream	56256374	56256374	1_7_196603	56256374_1	NA
143787	8911	100	outside	50493302	56260470	1_7_50908	56260470_1	NA
123595	8502	100	intersecting or downstream	52143094	56337398	1_7_23081	56337398_1	NA
213844	10004	47	intersecting or downstream	58726226	56366930	1_7_26974	56366930_1	NA
153228	6714	100	intersecting or downstream	60587206	56392902	1_7_165464	56392902_1	NA
83582	42787	100	intersecting or downstream	8198894	56433390	1_7_46208	56433390_1	NA
39081	9501	100	intersecting or downstream	27118050	56478178	1_7_8892	56478178_1	NA
39315	9501	100	intersecting or downstream	22979922	56534354	1_4_209	56534354_1	NA
226476	9875	100	outside	6233362	56565010	1_4_894	56565010_1	NA
56560	9800	100	intersecting or downstream	26024946	56623090	1_7_119644	56623090_1	NA
206693	8634	100	outside	45310070	56630390	1_4_1178	56630390_1	NA
255400	9508	38	intersecting or downstream	27291154	56651282	1_4_864	56651282_1	NA
255431	9508	100	outside	56655890	56655890	1_4_405	56655890_1	NA
39178	9501	100	intersecting or downstream	23113810	56668242	1_7_7763	56668242_1	NA
123469	8502	100	intersecting or downstream	31507414	56673238	1_7_18084	56673238_1	NA
238506	9512	100	intersecting or downstream	56709994	56709994	1_4_1098	56709994_1	NA
39400	9501	100	intersecting or downstream	63032818	56741362	1_7_20163	56741362_1	NA
9545	1167	100	outside	56777665	56777665	1_7_125633	56777665_1	NA
216079	9522	100	intersecting or downstream	40031378	56808594	1_4_508	56808594_1	NA
90118	8787	100	intersecting or downstream	56842798	56842798	1_7_209698	56842798_1	NA
39271	9501	100	intersecting or downstream	40069458	56846674	1_4_165	56846674_1	NA
249683	9048	100	intersecting or downstream	14911350	56854390	1_4_1405	56854390_1	NA
255477	9508	100	outside	56865810	56865810	NA	NA	NA
255342	9508	100	intersecting or downstream	12399122	56963602	1_4_440	56963602_1	NA
238651	9512	32	intersecting or downstream	56974098	56974098	1_7_3494	56974098_1	NA
39492	9501	100	intersecting or downstream	23450866	57005298	1_4_1806	57005298_1	NA
255375	9508	99	intersecting or downstream	6675986	57007634	1_4_723	57007634_1	NA
221107	9766	34	intersecting or downstream	19536882	57023474	1_7_19226	57023474_1	NA
238609	9512	100	intersecting or downstream	63316242	57024786	1_4_913	57024786_1	NA
123584	8502	100	intersecting or downstream	23549686	57104118	1_4_445	57104118_1	NA
238523	9512	100	intersecting or downstream	29853970	57116946	1_4_1114	57116946_1	NA
92049	8656	100	intersecting or downstream	19388726	57137462	1_7_211285	57137462_1	NA
39456	9501	100	intersecting or downstream	48511474	57162226	1_4_1842	57162226_1	NA
39109	9501	100	intersecting or downstream	24674722	57180578	1_7_8885	57180578_1	NA
218839	9574	37	outside	65586050	57197442	1_4_547	57197442_1	NA
124213	8953	102	intersecting or downstream	66983798	57284470	1_7_196630	57284470_1	NA
123691	8502	70	intersecting or downstream	55244022	57341174	1_7_29349	57341174_1	NA
79220	9068	100	outside	50058966	57398998	1_7_39637	57398998_1	NA
111617	9670	100	intersecting or downstream	57408814	57408814	1_4_1089	57408814_1	NA
241606	9505	77	intersecting or downstream	57477074	57477074	NA	NA	NA
224940	8501	100	intersecting or downstream	57534326	57534326	NA	NA	NA
39141	9501	100	intersecting or downstream	57539666	57539666	1_7_8853	57539666_1	NA
143393	8508	22	outside	57541878	57541878	NA	NA	NA
203455	7621	100	intersecting or downstream	9313446	57547942	1_7_1593	57547942_1	NA
218796	9574	100	intersecting or downstream	57630130	57630130	NA	NA	NA
123463	8502	100	intersecting or downstream	57656278	57656278	1_7_18090	57656278_1	NA
39216	9501	100	intersecting or downstream	57704530	57704530	1_7_7725	57704530_1	NA
206731	8634	100	outside	57736310	57736310	NA	NA	NA
90385	9502	100	intersecting or downstream	19742110	57752990	1_4_1642	57752990_1	NA
255427	9508	100	outside	57753618	57753618	1_4_401	57753618_1	NA
212350	9536	100	intersecting or downstream	52585394	57828274	1_4_323	57828274_1	NA
143785	8911	28	outside	14841718	57833334	1_7_50529	57833334_1	NA
39443	9501	100	intersecting or downstream	3459570	57985522	1_4_1855	57985522_1	NA
39466	9501	100	intersecting or downstream	15006194	57997810	1_4_1832	57997810_1	NA
103404	8552	100	intersecting or downstream	58001206	58001206	NA	NA	NA
238754	9512	100	outside	58015954	58015954	1_4_80	58015954_1	NA
259143	8710	44	intersecting or downstream	58166518	58166518	1_4_855	58166518_1	NA
39274	9501	100	intersecting or downstream	58206546	58206546	1_4_168	58206546_1	NA
238503	9512	100	intersecting or downstream	58217322	58217322	1_4_1095	58217322_1	NA
39354	9501	100	intersecting or downstream	49884658	58273266	1_4_248	58273266_1	NA
213837	10004	100	intersecting or downstream	58287954	58287954	1_7_26982	58287954_1	NA
38431	9064	7	outside	58301686	58301686	NA	NA	NA
238759	9512	100	outside	33177810	58343634	1_4_85	58343634_1	NA
216084	9522	100	intersecting or downstream	58356562	58356562	1_4_513	58356562_1	NA
103394	8552	6	intersecting or downstream	63344438	58363702	1_4_1335	58363702_1	NA
