sampling_unit_code	polygon_id	type	grts_ranking	grts_ranking_draw	source
WVLHOU0399	WVLHOU0399	30	2037713	2037713	watersurfaces_hab_v4
WVLJAB0441	WVLJAB0441	30	2146049	2146049	watersurfaces_hab_v4
LIMGNK0865	LIMGNK0865	30	2193714	2193714	watersurfaces_hab_v4
ANTHGS0029	ANTHGS0029	30	2243678	2243678	watersurfaces_hab_v4
WVLJAB0174	WVLJAB0174	30	2244353	2244353	original sample frame/assessments monitoring cycle 1
OVLSTK0268	OVLSTK0268	30	2397801	2397801	original sample frame/assessments monitoring cycle 1
LIMMSK0035	LIMMSK0035	30	2406994	2406994	watersurfaces_hab_v4
ANTESS0062	ANTESS0062	30	2462430	2462430	original sample frame/assessments monitoring cycle 1
ANTOTH0306	ANTOTH0306	30	2468398	2468398	original sample frame/assessments monitoring cycle 1
LIMZNH0563	LIMZNH0563	30	2492114	2492114	original sample frame/assessments monitoring cycle 1
LIMHVL0463	LIMHVL0463	30	2510518	2510518	watersurfaces_hab_v4
LIMGNK0375	LIMGNK0375	30	2537778	2537778	original sample frame
ANTRET0083	ANTRET0083	30	2604278	2604278	watersurfaces_hab_v4
LIMHHE0312	LIMHHE0312	30	2612946	2612946	original sample frame
403930_v2020	403930_v2020	30	2623622	2623622	watersurfaces_hab_v4
WVLZED0331	WVLZED0331	30	2703105	2703105	watersurfaces_hab_v4
VBRDIE0443	VBRDIE0443	30	2896950	2896950	assessments monitoring cycle 1
LIMLOM0239	LIMLOM0239	30	2918674	2918674	original sample frame/assessments monitoring cycle 1
WVLZED0330	WVLZED0330	30	2965249	2965249	watersurfaces_hab_v4
LIMHAS0292	LIMHAS0292	30	2975462	2975462	watersurfaces_hab_v4
ANTBCT0019	ANTBCT0019	30	2977246	2977246	watersurfaces_hab_v4
ANTGEE0861	ANTGEE0861	30	3200758	3200758	watersurfaces_hab_v4
ANTGEE0937	ANTGEE0937	30	3200758	3200758	watersurfaces_hab_v4
LIMLNK0237	LIMLNK0237	30	3234802	3234802	original sample frame/assessments monitoring cycle 1
LIMHAS0108	LIMHAS0108	30	3319526	3319526	watersurfaces_hab_v4
LIMHAS0750	LIMHAS0750	30	3319526	3319526	watersurfaces_hab_v4
ANTHUL0057	ANTHUL0057	30	3351638	3351638	watersurfaces_hab_v4
535000_v2018	535000_v2018	30	3405102	3405102	watersurfaces_hab_v4
ANTRAV0369	ANTRAV0369	30	3416878	3416878	original sample frame/assessments monitoring cycle 1
WVLBRU1160	WVLBRU1160	30	3423489	3423489	watersurfaces_hab_v4
WVLJAB0450	WVLJAB0450	30	3424001	3424001	watersurfaces_hab_v4
LIMZNH0150	LIMZNH0150	30	3514038	3514038	watersurfaces_hab_v4
ANTKAS0510	ANTKAS0510	30	3572270	3572270	watersurfaces_hab_v4
ANTMOL0720	ANTMOL0720	30	3598062	3598062	original sample frame/assessments monitoring cycle 1
VBRSZI0542	VBRSZI0542	30	3619126	3619126	watersurfaces_hab_v4
ANTTUR0082	ANTTUR0082	30	3667246	3667246	original sample frame/assessments monitoring cycle 1
ANTWUU0140	ANTWUU0140	30	3724766	3724766	original sample frame/assessments monitoring cycle 1
535017_v2018	535017_v2018	30	3854638	3854638	watersurfaces_hab_v4
426190_v2020	426190_v2020	30	3864710	3864710	watersurfaces_hab_v4
WVLHOU0553	WVLHOU0553	30	3872721	3872721	watersurfaces_hab_v4
LIMHAS0514	LIMHAS0514	30	3882726	3882726	original sample frame
WVLJAB0497	WVLJAB0497	30	3915521	3915521	watersurfaces_hab_v4
ANTLIL0528	ANTLIL0528	30	3924438	3924438	original sample frame/assessments monitoring cycle 1
LIMHAS0663	LIMHAS0663	30	3964646	3964646	watersurfaces_hab_v4
WVLJAB0422	WVLJAB0422	30	3981057	3981057	watersurfaces_hab_v4
ANTKAS0176	ANTKAS0176	30	3985398	3985398	watersurfaces_hab_v4
ANTLIL0547	ANTLIL0547	30	4174294	4174294	original sample frame/assessments monitoring cycle 1
LIMMGR0376	LIMMGR0376	30	4205522	4205522	assessments monitoring cycle 1
ANTHST0273	ANTHST0273	30	4260150	4260150	original sample frame
ANTRIJ0036	ANTRIJ0036	30	4269214	4269214	watersurfaces_hab_v4
WVLZED0153	WVLZED0153	30	4275969	4275969	watersurfaces_hab_v4
LIMHAS0103	LIMHAS0103	30	4302566	4302566	watersurfaces_hab_v4
LIMHAS0586	LIMHAS0586	30	4302566	4302566	watersurfaces_hab_v4
ANTHTS0097	ANTHTS0097	30	4346838	4346838	assessments monitoring cycle 1
632813_v2020	632813_v2020	30	4349342	4349342	watersurfaces_hab_v4
ANTMRK0285	ANTMRK0285	30	4411806	4411806	watersurfaces_hab_v4
WVLWIN0589	WVLWIN0589	30	4416577	4416577	watersurfaces_hab_v4
ANTRET0262	ANTRET0262	30	4449526	4449526	original sample frame
ANTRAN0277	ANTRAN0277	30	4532118	4532118	assessments monitoring cycle 1
ANTWUU0178	ANTWUU0178	30	4625886	4625886	original sample frame
509159_v2018	509159_v2018	30	4649578	4649578	original sample frame
ANTGEE0126	ANTGEE0126	30	4839158	4839158	assessments monitoring cycle 1
LIMHEC0567	LIMHEC0567	30	4839634	4839634	watersurfaces_hab_v4
WVLHOU0401	WVLHOU0401	30	5003217	5003217	watersurfaces_hab_v4
LIMZNH0432	LIMZNH0432	30	5033702	5033702	original sample frame/assessments monitoring cycle 1
ANTBSE0021	ANTBSE0021	30	5125790	5125790	watersurfaces_hab_v4
ANTBSE0227	ANTBSE0227	30	21903006	5125790	assessments monitoring cycle 1
LIMZNH0478	LIMZNH0478	30	5148390	5148390	assessments monitoring cycle 1
ANTMOL0656	ANTMOL0656	30	5239926	5239926	watersurfaces_hab_v4
LIMLOM0234	LIMLOM0234	30	5334290	5334290	original sample frame
LIMHAS0234	LIMHAS0234	30	5351142	5351142	watersurfaces_hab_v4
LIMHAS0740	LIMHAS0740	30	5351142	5351142	watersurfaces_hab_v4
LIMHAS0748	LIMHAS0748	30	5351142	5351142	watersurfaces_hab_v4
LIMHAS0878	LIMHAS0878	30	5351142	5351142	watersurfaces_hab_v4
LIMHAS0879	LIMHAS0879	30	5351142	5351142	watersurfaces_hab_v4
ANTOTH0170	ANTOTH0170	30	5364270	5364270	original sample frame
WVLJAB0548	WVLJAB0548	30	5390081	5390081	watersurfaces_hab_v4
LIMHHE0236	LIMHHE0236	30	5398226	5398226	original sample frame
ANTBCT0789	ANTBCT0789	30	5451230	5451230	watersurfaces_hab_v4
ANTTUR0269	ANTTUR0269	30	5542190	5542190	watersurfaces_hab_v4
ANTBAA0061	ANTBAA0061	30	5647662	5647662	watersurfaces_hab_v4
380123_v2020	380123_v2020	30	5687282	5687282	watersurfaces_hab_v4
ANTLIL0178	ANTLIL0178	30	5738966	5738966	watersurfaces_hab_v4
WVLBRN0413	WVLBRN0413	30	5772353	5772353	original sample frame
WVLJAB0429	WVLJAB0429	30	6012673	6012673	watersurfaces_hab_v4
LIMZUT0080	LIMZUT0080	30	6033970	6033970	original sample frame/assessments monitoring cycle 1
ANTMOL0555	ANTMOL0555	30	6147190	6147190	watersurfaces_hab_v4
ANTTUR0100	ANTTUR0100	30	6234414	6234414	watersurfaces_hab_v4
LIMHEC0422	LIMHEC0422	30	6285522	6285522	watersurfaces_hab_v4
LIMHAS0174	LIMHAS0174	30	6317798	6317798	watersurfaces_hab_v4
ANTOTH0395	ANTOTH0395	30	6351918	6351918	watersurfaces_hab_v4
ANTDES0091	ANTDES0091	30	6424694	6424694	original sample frame
LIMGNK0397	LIMGNK0397	30	6476082	6476082	original sample frame/assessments monitoring cycle 1
VBRSZI0235	VBRSZI0235	30	6513974	6513974	assessments monitoring cycle 1
LIMBRE0087	LIMBRE0087	30	6774930	6774930	watersurfaces_hab_v4
424263_v2020	424263_v2020	30	6953970	6953970	watersurfaces_hab_v4
LIMGNK0182	LIMGNK0182	30	7006514	7006514	original sample frame/assessments monitoring cycle 1
ANTLIL0362	ANTLIL0362	30	7049686	7049686	original sample frame/assessments monitoring cycle 1
ANTHST0183	ANTHST0183	30	7078198	7078198	original sample frame
ANTHST0281	ANTHST0281	30	7078198	7078198	original sample frame
420528_v2020	420528_v2020	30	7166962	7166962	watersurfaces_hab_v4
ANTKAS0268	ANTKAS0268	30	7196662	7196662	original sample frame/assessments monitoring cycle 1
ANTMOL0767	ANTMOL0767	30	7261302	7261302	watersurfaces_hab_v4
536553_v2018	536553_v2018	30	7279681	7279681	watersurfaces_hab_v4
VBRHOL0040	VBRHOL0040	30	7307142	7307142	watersurfaces_hab_v4
WVLZED0044	WVLZED0044	30	7421697	7421697	watersurfaces_hab_v4
ANTMOL0098	ANTMOL0098	30	7452398	7452398	original sample frame
ANTTUR0282	ANTTUR0282	30	7492910	7492910	watersurfaces_hab_v4
LIMHAS0218	LIMHAS0218	30	7513830	7513830	watersurfaces_hab_v4
LIMHAS0874	LIMHAS0874	30	7513830	7513830	watersurfaces_hab_v4
LIMHEC0578	LIMHEC0578	30	7518418	7518418	assessments monitoring cycle 1
LIMGNK0103	LIMGNK0103	30	7518514	7518514	original sample frame/assessments monitoring cycle 1
WVLBRU1161	WVLBRU1161	30	7617793	7617793	watersurfaces_hab_v4
LIMGNK0897	LIMGNK0897	30	7786802	7786802	watersurfaces_hab_v4
WVLBRN0148	WVLBRN0148	30	7869505	7869505	original sample frame
WVLHOU0566	WVLHOU0566	30	7885777	7885777	watersurfaces_hab_v4
ANTKAP0185	ANTKAP0185	30	60338142	7892958	original sample frame
LIMGNK0181	LIMGNK0181	30	8005938	8005938	watersurfaces_hab_v4
427760_v2020	427760_v2020	30	8121542	8121542	watersurfaces_hab_v4
ANTMOL0654	ANTMOL0654	30	8123510	8123510	original sample frame
LIMHHE0149	LIMHHE0149	30	8138450	8138450	watersurfaces_hab_v4
ANTGEE0164	ANTGEE0164	30	8165110	8165110	original sample frame
LIMZNH0374	LIMZNH0374	30	8169170	8169170	original sample frame/assessments monitoring cycle 1
ANTESS0009	ANTESS0009	30	48111390	8199966	original sample frame/assessments monitoring cycle 1
ANTBSE0059	ANTBSE0059	30	8215198	8215198	watersurfaces_hab_v4
ANTHST0377	ANTHST0377	30	8257846	8257846	original sample frame
LIMKIN0026	LIMKIN0026	30	8278162	8278162	watersurfaces_hab_v4
511118_v2018	511118_v2018	30	8321582	8321582	watersurfaces_hab_v4
ANTLIL0004	ANTLIL0004	30	8483486	8483486	original sample frame/assessments monitoring cycle 1
LIMHAS0860	LIMHAS0860	30	8496870	8496870	watersurfaces_hab_v4
ANTKAS0589	ANTKAS0589	30	8622070	8622070	watersurfaces_hab_v4
LIMMSK0163	LIMMSK0163	30	8751506	8751506	watersurfaces_hab_v4
ANTKAS0008	ANTKAS0008	30	8898294	8898294	original sample frame/assessments monitoring cycle 1
LIMHHE0314	LIMHHE0314	30	8904402	8904402	original sample frame
534976_v2018	534976_v2018	30	8910126	8910126	watersurfaces_hab_v4
ANTHTS0165	ANTHTS0165	30	8910806	8910806	watersurfaces_hab_v4
ANTLIL0303	ANTLIL0303	30	8911318	8911318	watersurfaces_hab_v4
WVLJAB0547	WVLJAB0547	30	8929025	8929025	watersurfaces_hab_v4
WVLBRN0430	WVLBRN0430	30	9087041	9087041	watersurfaces_hab_v4
ANTHST0460	ANTHST0460	30	9089366	9089366	original sample frame/assessments monitoring cycle 1
ANTHTS0136	ANTHTS0136	30	9091030	9091030	watersurfaces_hab_v4
ANTTUR0301	ANTTUR0301	30	9172270	9172270	original sample frame/assessments monitoring cycle 1
ANTHST0203	ANTHST0203	30	9175350	9175350	original sample frame
LIMBRE0267	LIMBRE0267	30	9179282	9179282	watersurfaces_hab_v4
426196_v2020	426196_v2020	30	9211814	9211814	watersurfaces_hab_v4
ANTOTH0138	ANTOTH0138	30	9296430	9296430	original sample frame
LIMHHE0258	LIMHHE0258	30	9331410	9331410	original sample frame
534853_v2018	534853_v2018	30	9393454	9393454	watersurfaces_hab_v4
LIMBRE0246	LIMBRE0246	30	9474194	9474194	watersurfaces_hab_v4
ANTRIJ0016	ANTRIJ0016	30	9512094	9512094	watersurfaces_hab_v4
LIMHAS0743	LIMHAS0743	30	9545446	9545446	watersurfaces_hab_v4
632378_v2020	632378_v2020	30	9619190	9619190	watersurfaces_hab_v4
ANTLIL0532	ANTLIL0532	30	9802198	9802198	original sample frame
ANTTUR0304	ANTTUR0304	30	9883950	9883950	original sample frame/assessments monitoring cycle 1
VBRBEG0159	VBRBEG0159	30	9887062	9887062	original sample frame
ANTVOS0039	ANTVOS0039	30	9946158	9946158	original sample frame
ANTBSE0317	ANTBSE0317	30	10040990	10040990	watersurfaces_hab_v4
ANTOTH0216	ANTOTH0216	30	10054190	10054190	original sample frame
ANTRAV0377	ANTRAV0377	30	10152750	10152750	original sample frame
ANTLIL0296	ANTLIL0296	30	10195414	10195414	watersurfaces_hab_v4
LIMZNH0516	LIMZNH0516	30	10211046	10211046	original sample frame
ANTOTH0243	ANTOTH0243	30	10345006	10345006	original sample frame
ANTHST0307	ANTHST0307	30	10354998	10354998	original sample frame
VBRBEG0197	VBRBEG0197	30	10407254	10407254	original sample frame
ANTRIJ0006	ANTRIJ0006	30	10560670	10560670	watersurfaces_hab_v4
ANTRIJ0015	ANTRIJ0015	30	10560670	10560670	watersurfaces_hab_v4
ANTRIJ0039	ANTRIJ0039	30	10560670	10560670	watersurfaces_hab_v4
ANTRIJ0042	ANTRIJ0042	30	10560670	10560670	watersurfaces_hab_v4
ANTMOL0323	ANTMOL0323	30	10592374	10592374	watersurfaces_hab_v4
WVLJAB0449	WVLJAB0449	30	10632961	10632961	watersurfaces_hab_v4
ANTHST0508	ANTHST0508	30	10662230	10662230	original sample frame/assessments monitoring cycle 1
LIMBRE0301	LIMBRE0301	30	10752146	10752146	watersurfaces_hab_v4
LIMGNK0102	LIMGNK0102	30	10801458	10801458	watersurfaces_hab_v4
ANTOTH0324	ANTOTH0324	30	10840622	10840622	original sample frame/assessments monitoring cycle 1
LIMHAS0547	LIMHAS0547	30	10850610	10850610	original sample frame
ANTTUR0055	ANTTUR0055	30	10965294	10965294	watersurfaces_hab_v4
LIMNEE0125	LIMNEE0125	30	10995986	10995986	original sample frame
VBRROT0102	VBRROT0102	30	11169926	11169926	watersurfaces_hab_v4
LIMHHE0112	LIMHHE0112	30	11222738	11222738	assessments monitoring cycle 1
ANTLIL0529	ANTLIL0529	30	11264470	11264470	watersurfaces_hab_v4
ANTHST0396	ANTHST0396	30	11272502	11272502	original sample frame
ANTBAL0676	ANTBAL0676	30	11282294	11282294	watersurfaces_hab_v4
ANTLIL0046	ANTLIL0046	30	11317718	11317718	original sample frame
ANTBAL0715	ANTBAL0715	30	11446134	11446134	watersurfaces_hab_v4
ANTMRK0334	ANTMRK0334	30	11451694	11451694	watersurfaces_hab_v4
631250_v2020	631250_v2020	30	11588214	11588214	watersurfaces_hab_v4
ANTMOL0560	ANTMOL0560	30	55571574	11662454	original sample frame
543317_v2016	543317_v2016	30	11688686	11688686	original sample frame
LIMHAS0191	LIMHAS0191	30	11708134	11708134	watersurfaces_hab_v4
LIMHAS0256	LIMHAS0256	30	11708134	11708134	watersurfaces_hab_v4
LIMHAS0872	LIMHAS0872	30	11708134	11708134	watersurfaces_hab_v4
LIMHAS0873	LIMHAS0873	30	11708134	11708134	watersurfaces_hab_v4
ANTBAL0595	ANTBAL0595	30	11757430	11757430	watersurfaces_hab_v4
LIMMGR0267	LIMMGR0267	30	11774930	11774930	watersurfaces_hab_v4
WVLJAB0427	WVLJAB0427	30	11779841	11779841	watersurfaces_hab_v4
534999_v2018	534999_v2018	30	11793710	11793710	watersurfaces_hab_v4
ANTBSE0314	ANTBSE0314	30	11810462	11810462	assessments monitoring cycle 1
586712_v2014	586712_v2014	30	11877678	11877678	watersurfaces_hab_v4
LIMDPB0157	LIMDPB0157	30	11954482	11954482	original sample frame
ANTTUR0299	ANTTUR0299	30	12055854	12055854	watersurfaces_hab_v4
LIMASS1070	LIMASS1070	30	12091858	12091858	watersurfaces_hab_v4
LIMHAS0489	LIMHAS0489	30	12095794	12095794	watersurfaces_hab_v4
ANTGEE0877	ANTGEE0877	30	12113654	12113654	watersurfaces_hab_v4
LIMGNK0374	LIMGNK0374	30	12187954	12187954	original sample frame/assessments monitoring cycle 1
LIMGNK0385	LIMGNK0385	30	12249394	12249394	original sample frame
WVLJAB0420	WVLJAB0420	30	12369665	12369665	watersurfaces_hab_v4
ANTRIJ0029	ANTRIJ0029	30	12379294	12379294	watersurfaces_hab_v4
LIMHHE0222	LIMHHE0222	30	12443346	12443346	original sample frame
LIMHEC0032	LIMHEC0032	30	12457746	12457746	watersurfaces_hab_v4
ANTGEE0863	ANTGEE0863	30	12637942	12637942	watersurfaces_hab_v4
ANTKAS0211	ANTKAS0211	30	12652534	12652534	original sample frame
WVLZED0285	WVLZED0285	30	12664577	12664577	watersurfaces_hab_v4
WVLZED0583	WVLZED0583	30	12664577	12664577	watersurfaces_hab_v4
LIMHAS0708	LIMHAS0708	30	12691174	12691174	watersurfaces_hab_v4
LIMHAS0709	LIMHAS0709	30	12691174	12691174	watersurfaces_hab_v4
LIMHAS0861	LIMHAS0861	30	12691174	12691174	watersurfaces_hab_v4
LIMHAS0862	LIMHAS0862	30	12691174	12691174	watersurfaces_hab_v4
LIMLOM0211	LIMLOM0211	30	12831350	12831350	assessments monitoring cycle 1
ANTRET0092	ANTRET0092	30	12838134	12838134	original sample frame
ANTBAL0371	ANTBAL0371	30	12845942	12845942	original sample frame
ANTKAS0030	ANTKAS0030	30	12957654	12957654	assessments monitoring cycle 1
LIMZNH0430	LIMZNH0430	30	13094630	13094630	watersurfaces_hab_v4
ANTLIL0017	ANTLIL0017	30	13105622	13105622	original sample frame
WVLBRN0165	WVLBRN0165	30	13112385	13112385	original sample frame
LIMZNH0347	LIMZNH0347	30	13149906	13149906	original sample frame
LIMGNK0866	LIMGNK0866	30	13203762	13203762	watersurfaces_hab_v4
ANTMOL0147	ANTMOL0147	30	13225078	13225078	watersurfaces_hab_v4
ANTBCT0802	ANTBCT0802	30	13234334	13234334	watersurfaces_hab_v4
545720_v2016	545720_v2016	30	13261550	13261550	original sample frame
ANTBAL0559	ANTBAL0559	30	13282934	13282934	original sample frame
LIMGNK0177	LIMGNK0177	30	13351218	13351218	original sample frame/assessments monitoring cycle 1
ANTTUR0270	ANTTUR0270	30	13373742	13373742	watersurfaces_hab_v4
LIMHHE0331	LIMHHE0331	30	13524690	13524690	original sample frame
LIMHMA0103	LIMHMA0103	30	13550186	13550186	watersurfaces_hab_v4
ANTBCT0458	ANTBCT0458	30	13637854	13637854	assessments monitoring cycle 1
ANTRIJ0078	ANTRIJ0078	30	13706398	13706398	watersurfaces_hab_v4
LIMHAS0110	LIMHAS0110	30	13739750	13739750	watersurfaces_hab_v4
LIMHAS0157	LIMHAS0157	30	13739750	13739750	watersurfaces_hab_v4
LIMHAS0231	LIMHAS0231	30	13739750	13739750	watersurfaces_hab_v4
LIMHAS0867	LIMHAS0867	30	13739750	13739750	watersurfaces_hab_v4
ANTKAS0317	ANTKAS0317	30	13757486	13757486	original sample frame
LIMZNH0389	LIMZNH0389	30	13788882	13788882	original sample frame
LIMZNH0447	LIMZNH0447	30	59598546	13788882	original sample frame
LIMTES0127	LIMTES0127	30	13791286	13791286	original sample frame
LIMHAS0100	LIMHAS0100	30	13805286	13805286	watersurfaces_hab_v4
LIMOPG0100	LIMOPG0100	30	13822546	13822546	watersurfaces_hab_v4
LIMHHE0315	LIMHHE0315	30	13885138	13885138	original sample frame
ANTMAL0062	ANTMAL0062	30	13945046	13945046	watersurfaces_hab_v4
ANTBCT0155	ANTBCT0155	30	13987294	13987294	original sample frame
LIMZNH0152	LIMZNH0152	30	13999798	13999798	watersurfaces_hab_v4
LIMHHE0297	LIMHHE0297	30	14048978	14048978	original sample frame
ANTKAS0620	ANTKAS0620	30	14081014	14081014	watersurfaces_hab_v4
ANTKAS0152	ANTKAS0152	30	14135286	14135286	original sample frame
WVLJAB0411	WVLJAB0411	30	14204673	14204673	watersurfaces_hab_v4
OVLALT0344	OVLALT0344	30	14303177	14303177	original sample frame/assessments monitoring cycle 1
ANTMRK0639	ANTMRK0639	30	14333230	14333230	watersurfaces_hab_v4
ANTTUR0357	ANTTUR0357	30	14341166	14341166	watersurfaces_hab_v4
ANTTUR0311	ANTTUR0311	30	14423342	14423342	watersurfaces_hab_v4
LIMHAS0849	LIMHAS0849	30	14454502	14454502	original sample frame/assessments monitoring cycle 1
ANTKAS0363	ANTKAS0363	30	14636278	14636278	watersurfaces_hab_v4
LIMHAS0120	LIMHAS0120	30	14706406	14706406	watersurfaces_hab_v4
LIMHAS0172	LIMHAS0172	30	14706406	14706406	watersurfaces_hab_v4
LIMHAS0186	LIMHAS0186	30	14706406	14706406	watersurfaces_hab_v4
ANTRIJ0074	ANTRIJ0074	30	14754974	14754974	watersurfaces_hab_v4
LIMHEC0041	LIMHEC0041	30	14870738	14870738	watersurfaces_hab_v4
VBRSZI0297	VBRSZI0297	30	14902582	14902582	assessments monitoring cycle 1
WVLZED0536	WVLZED0536	30	14958337	14958337	watersurfaces_hab_v4
517304_v2020	517304_v2020	30	15080705	15080705	watersurfaces_hab_v4
ANTRAV0052	ANTRAV0052	30	15082286	15082286	original sample frame/assessments monitoring cycle 1
WVLBRN0185	WVLBRN0185	30	15209537	15209537	original sample frame
WVLJAB0453	WVLJAB0453	30	15220481	15220481	watersurfaces_hab_v4
WVLWIN0590	WVLWIN0590	30	15230017	15230017	watersurfaces_hab_v4
ANTKAL0245	ANTKAL0245	30	15284958	15284958	original sample frame
ANTRAV0287	ANTRAV0287	30	15375150	15375150	watersurfaces_hab_v4
LIMHHE0305	LIMHHE0305	30	15392466	15392466	original sample frame
534856_v2018	534856_v2018	30	15422766	15422766	watersurfaces_hab_v4
LIMGNK0089	LIMGNK0089	30	51099954	15448370	original sample frame/assessments monitoring cycle 1
ANTHST0658	ANTHST0658	30	15466806	15466806	original sample frame
LIMHAS0737	LIMHAS0737	30	15558374	15558374	watersurfaces_hab_v4
LIMHAS0221	LIMHAS0221	30	15902438	15902438	watersurfaces_hab_v4
LIMHAS0254	LIMHAS0254	30	15902438	15902438	watersurfaces_hab_v4
LIMGNK0095	LIMGNK0095	30	15972658	15972658	original sample frame/assessments monitoring cycle 1
639247_v2020	639247_v2020	30	16004022	16004022	watersurfaces_hab_v4
LIMOPG0122	LIMOPG0122	30	16169554	16169554	watersurfaces_hab_v4
ANTGEE0004	ANTGEE0004	30	16198454	16198454	watersurfaces_hab_v4
425032_v2020	425032_v2020	30	16252914	16252914	watersurfaces_hab_v4
WVLBRN0406	WVLBRN0406	30	16258113	16258113	watersurfaces_hab_v4
LIMDPB0197	LIMDPB0197	30	16275762	16275762	watersurfaces_hab_v4
LIMGNK0094	LIMGNK0094	30	16628018	16628018	watersurfaces_hab_v4
ANTHST0389	ANTHST0389	30	16646454	16646454	original sample frame
ANTHST0410	ANTHST0410	30	16646454	16646454	original sample frame
ANTMRK0177	ANTMRK0177	30	16692526	16692526	watersurfaces_hab_v4
ANTBCT0481	ANTBCT0481	30	16869598	16869598	watersurfaces_hab_v4
