sampling_unit_code	polygon_id	type	grts_ranking	grts_ranking_draw	source
ANTTUR0267	ANTTUR0267	30	59454766	59454766	watersurfaces_hab_v4
LIMZNH0477	LIMZNH0477	30	59481782	59481782	assessments monitoring cycle 1
LIMGNK0108	LIMGNK0108	30	59488562	59488562	watersurfaces_hab_v4
ANTHST0554	ANTHST0554	30	59506998	59506998	watersurfaces_hab_v4
WVLZED0036	WVLZED0036	30	59653889	59653889	original sample frame
LIMHHE0322	LIMHHE0322	30	59793106	59793106	original sample frame
LIMLNK0076	LIMLNK0076	30	59832306	59832306	original sample frame
LIMHAS0742	LIMHAS0742	30	59877094	59877094	watersurfaces_hab_v4
LIMHAS0745	LIMHAS0745	30	59877094	59877094	watersurfaces_hab_v4
LIMHAS0747	LIMHAS0747	30	59877094	59877094	watersurfaces_hab_v4
WVLJAB0171	WVLJAB0171	30	59916033	59916033	original sample frame
ANTHUL0159	ANTHUL0159	30	59974742	59974742	watersurfaces_hab_v4
633037_v2020	633037_v2020	30	60016030	60016030	watersurfaces_hab_v4
WVLOSK0059	WVLOSK0059	30	60149121	60149121	original sample frame
WVLOSK0614	WVLOSK0614	30	1428865	60149121	original sample frame
WVLHOU0551	WVLHOU0551	30	60233681	60233681	watersurfaces_hab_v4
LIMNEE0184	LIMNEE0184	30	60262674	60262674	watersurfaces_hab_v4
WVLZED0166	WVLZED0166	30	60374785	60374785	watersurfaces_hab_v4
ANTGEE0165	ANTGEE0165	30	60549878	60549878	watersurfaces_hab_v4
ANTLIL0577	ANTLIL0577	30	60551838	60551838	original sample frame
WVLWIN0036	WVLWIN0036	30	60731457	60731457	watersurfaces_hab_v4
WVLHOU0395	WVLHOU0395	30	60757969	60757969	watersurfaces_hab_v4
ANTTUR0052	ANTTUR0052	30	60760366	60760366	watersurfaces_hab_v4
ANTOTH0396	ANTOTH0396	30	60877870	60877870	original sample frame
ANTTUR0386	ANTTUR0386	30	60904750	60904750	watersurfaces_hab_v4
LIMHAS0756	LIMHAS0756	30	60991206	60991206	watersurfaces_hab_v4
ANTLKD0376	ANTLKD0376	30	61118774	61118774	watersurfaces_hab_v4
502070_v2020	502070_v2020	30	61134441	61134441	watersurfaces_hab_v4
LIMZNH0018	LIMZNH0018	30	61148902	61148902	original sample frame
ANTHGS0227	ANTHGS0227	30	61289822	61289822	watersurfaces_hab_v4
LIMHVL0239	LIMHVL0239	30	61444790	61444790	original sample frame
WVLJAB0442	WVLJAB0442	30	61587201	61587201	watersurfaces_hab_v4
ANTLIL0607	ANTLIL0607	30	61649366	61649366	watersurfaces_hab_v4
WVLOSK0273	WVLOSK0273	30	61663297	61663297	original sample frame
LIMGNK0153	LIMGNK0153	30	61684018	61684018	watersurfaces_hab_v4
ANTMOL0568	ANTMOL0568	30	61761262	61761262	original sample frame/assessments monitoring cycle 1
ANTBSE0327	ANTBSE0327	30	61793950	61793950	watersurfaces_hab_v4
536554_v2018	536554_v2018	30	61805633	61805633	watersurfaces_hab_v4
ANTKAS0340	ANTKAS0340	30	61805814	61805814	watersurfaces_hab_v4
ANTTUR0345	ANTTUR0345	30	61852662	61852662	watersurfaces_hab_v4
WVLHOU0691	WVLHOU0691	30	61887441	61887441	watersurfaces_hab_v4
WVLZED0055	WVLZED0055	30	61947649	61947649	watersurfaces_hab_v4
LIMHAS0714	LIMHAS0714	30	62039782	62039782	watersurfaces_hab_v4
LIMHAS0715	LIMHAS0715	30	62039782	62039782	watersurfaces_hab_v4
LIMHAS0717	LIMHAS0717	30	62039782	62039782	watersurfaces_hab_v4
ANTOTH0159	ANTOTH0159	30	62085678	62085678	original sample frame
ANTBCT0128	ANTBCT0128	30	62100958	62100958	watersurfaces_hab_v4
632700_v2020	632700_v2020	30	62108118	62108118	watersurfaces_hab_v4
ANTHTS0163	ANTHTS0163	30	62175190	62175190	original sample frame
LIMGNK0109	LIMGNK0109	30	62372146	62372146	original sample frame
633067_v2020	633067_v2020	30	62588318	62588318	watersurfaces_hab_v4
WVLDIK0967	WVLDIK0967	30	62721521	62721521	watersurfaces_hab_v4
WVLZED0041	WVLZED0041	30	62734081	62734081	watersurfaces_hab_v4
534971_v2018	534971_v2018	30	62739758	62739758	watersurfaces_hab_v4
LIMHHE0300	LIMHHE0300	30	62774994	62774994	watersurfaces_hab_v4
WVLBRN0407	WVLBRN0407	30	62854209	62854209	watersurfaces_hab_v4
425033_v2020	425033_v2020	30	62914546	62914546	watersurfaces_hab_v4
496317_v2018	496317_v2018	30	62972993	62972993	watersurfaces_hab_v4
ANTHUL0132	ANTHUL0132	30	62989398	62989398	original sample frame/assessments monitoring cycle 1
ANTRIJ0054	ANTRIJ0054	30	62989470	62989470	watersurfaces_hab_v4
ANTRIJ0081	ANTRIJ0081	30	62989470	62989470	watersurfaces_hab_v4
WVLZED0143	WVLZED0143	30	62996225	62996225	watersurfaces_hab_v4
LIMHAS0203	LIMHAS0203	30	63022822	63022822	watersurfaces_hab_v4
LIMHAS0707	LIMHAS0707	30	63022822	63022822	watersurfaces_hab_v4
LIMHAS0865	LIMHAS0865	30	63022822	63022822	watersurfaces_hab_v4
LIMZNH0574	LIMZNH0574	30	63047378	63047378	original sample frame
LIMHHE0223	LIMHHE0223	30	63069906	63069906	original sample frame
LIMGNK0387	LIMGNK0387	30	63105330	63105330	watersurfaces_hab_v4
ANTGEE0854	ANTGEE0854	30	63108854	63108854	watersurfaces_hab_v4
LIMHAS0767	LIMHAS0767	30	63111474	63111474	original sample frame
ANTMRK0284	ANTMRK0284	30	63132062	63132062	watersurfaces_hab_v4
ANTKAS0415	ANTKAS0415	30	63156214	63156214	original sample frame
ANTHST0147	ANTHST0147	30	63172950	63172950	original sample frame
632696_v2020	632696_v2020	30	63287766	63287766	watersurfaces_hab_v4
632407_v2020	632407_v2020	30	63289302	63289302	watersurfaces_hab_v4
ANTLKD0262	ANTLKD0262	30	63346998	63346998	watersurfaces_hab_v4
357138_v2020	357138_v2020	30	63448150	63448150	watersurfaces_hab_v4
LIMDPB0047	LIMDPB0047	30	63461682	63461682	watersurfaces_hab_v4
421540_v2020	421540_v2020	30	63525814	63525814	watersurfaces_hab_v4
509736_v2018	509736_v2018	30	63618350	63618350	watersurfaces_hab_v4
ANTTUR0303	ANTTUR0303	30	63623470	63623470	watersurfaces_hab_v4
ANTKAL0202	ANTKAL0202	30	63682270	63682270	original sample frame
ANTRAV0273	ANTRAV0273	30	63709998	63709998	original sample frame
ANTMOL0571	ANTMOL0571	30	63866998	63866998	original sample frame
ANTKAS0457	ANTKAS0457	30	64045046	64045046	watersurfaces_hab_v4
416184_v2020	416184_v2020	30	64065446	64065446	watersurfaces_hab_v4
LIMHAS0710	LIMHAS0710	30	64071398	64071398	watersurfaces_hab_v4
LIMHAS0866	LIMHAS0866	30	64071398	64071398	watersurfaces_hab_v4
LIMHAS0868	LIMHAS0868	30	64071398	64071398	watersurfaces_hab_v4
LIMHAS0869	LIMHAS0869	30	64071398	64071398	watersurfaces_hab_v4
LIMHAS0870	LIMHAS0870	30	64071398	64071398	watersurfaces_hab_v4
ANTMRK0246	ANTMRK0246	30	64075054	64075054	watersurfaces_hab_v4
LIMHAS0139	LIMHAS0139	30	64136934	64136934	watersurfaces_hab_v4
LIMHAS0155	LIMHAS0155	30	64136934	64136934	watersurfaces_hab_v4
LIMHAS0224	LIMHAS0224	30	64136934	64136934	watersurfaces_hab_v4
LIMGNK0399	LIMGNK0399	30	64409906	64409906	original sample frame
LIMHMA0213	LIMHMA0213	30	64483946	64483946	original sample frame
ANTBRS0068	ANTBRS0068	30	64618718	64618718	original sample frame/assessments monitoring cycle 1
WVLJAB0428	WVLJAB0428	30	64732929	64732929	watersurfaces_hab_v4
LIMHHE0004	LIMHHE0004	30	64738514	64738514	watersurfaces_hab_v4
ANTRAV0386	ANTRAV0386	30	64801582	64801582	original sample frame
ANTHST0235	ANTHST0235	30	64880950	64880950	original sample frame
LIMGNK0160	LIMGNK0160	30	64895282	64895282	watersurfaces_hab_v4
VBRHOL0187	VBRHOL0187	30	64978822	64978822	watersurfaces_hab_v4
WVLJAB0546	WVLJAB0546	30	65060609	65060609	watersurfaces_hab_v4
ANTRIJ0080	ANTRIJ0080	30	65086622	65086622	watersurfaces_hab_v4
WVLZED0205	WVLZED0205	30	65093377	65093377	watersurfaces_hab_v4
ANTSIL0322	ANTSIL0322	30	65151198	65151198	original sample frame/assessments monitoring cycle 1
ANTHST0121	ANTHST0121	30	65319254	65319254	watersurfaces_hab_v4
ANTGEE0718	ANTGEE0718	30	65338870	65338870	original sample frame
LIMHVL0090	LIMHVL0090	30	65462966	65462966	original sample frame
ANTTUR0292	ANTTUR0292	30	65492270	65492270	watersurfaces_hab_v4
629476_v2020	629476_v2020	30	65607902	65607902	watersurfaces_hab_v4
LIMDPB0309	LIMDPB0309	30	65607986	65607986	original sample frame
ANTTUR0295	ANTTUR0295	30	65623342	65623342	watersurfaces_hab_v4
WVLJAB0196	WVLJAB0196	30	65781505	65781505	original sample frame
ANTMAL0060	ANTMAL0060	30	65824982	65824982	original sample frame
631338_v2020	631338_v2020	30	65835638	65835638	watersurfaces_hab_v4
WVLHOU0416	WVLHOU0416	30	65840081	65840081	watersurfaces_hab_v4
ANTBSE0333	ANTBSE0333	30	65857182	65857182	watersurfaces_hab_v4
ANTBAL0428	ANTBAL0428	30	65857398	65857398	watersurfaces_hab_v4
551920_v2016	551920_v2016	30	65864414	65864414	original sample frame
LIMHAS0132	LIMHAS0132	30	65890022	65890022	watersurfaces_hab_v4
ANTHST0088	ANTHST0088	30	66003286	66003286	watersurfaces_hab_v4
LIMHHE0380	LIMHHE0380	30	66068178	66068178	original sample frame
LIMHEC0040	LIMHEC0040	30	66077302	66077302	watersurfaces_hab_v4
ANTARE0103	ANTARE0103	30	66104046	66104046	watersurfaces_hab_v4
ANTKAS0456	ANTKAS0456	30	66142198	66142198	watersurfaces_hab_v4
WVLJAB0451	WVLJAB0451	30	66207489	66207489	watersurfaces_hab_v4
LIMHAS0129	LIMHAS0129	30	66234086	66234086	watersurfaces_hab_v4
LIMHAS0163	LIMHAS0163	30	66234086	66234086	watersurfaces_hab_v4
LIMHAS0718	LIMHAS0718	30	66234086	66234086	watersurfaces_hab_v4
LIMHAS0751	LIMHAS0751	30	66234086	66234086	watersurfaces_hab_v4
ANTRAV0296	ANTRAV0296	30	66276142	66276142	original sample frame
571145_v2018	571145_v2018	30	66397137	66397137	watersurfaces_hab_v4
LIMGNK0068	LIMGNK0068	30	66471634	66471634	original sample frame
VBRSZI0244	VBRSZI0244	30	66544950	66544950	original sample frame
WVLHOU0154	WVLHOU0154	30	66583025	66583025	watersurfaces_hab_v4
511056_v2018	511056_v2018	30	66788078	66788078	watersurfaces_hab_v4
ANTHST0353	ANTHST0353	30	66978102	66978102	original sample frame
ANTTUR0077	ANTTUR0077	30	67040558	67040558	original sample frame
ANTBSE0334	ANTBSE0334	31	222878	222878	original sample frame/assessments monitoring cycle 1
LIMGNK0119	LIMGNK0119	31	452914	452914	assessments monitoring cycle 1
LIMBRE0073	LIMBRE0073	31	602258	602258	watersurfaces_hab_v4
ANTBAA0044	ANTBAA0044	31	617774	617774	assessments monitoring cycle 1
LIMHHE0286	LIMHHE0286	31	1012434	1012434	assessments monitoring cycle 1
LIMHAS0165	LIMHAS0165	31	1999154	1999154	watersurfaces_hab_v4
ANTBSE0132	ANTBSE0132	31	2077342	2077342	watersurfaces_hab_v4
LIMZNH0043	LIMZNH0043	31	2150070	2150070	original sample frame
ANTMAL0136	ANTMAL0136	31	2258078	2258078	original sample frame/assessments monitoring cycle 1
LIMHVL0463	LIMHVL0463	31	2510518	2510518	watersurfaces_hab_v4
LIMBIL0336	LIMBIL0336	31	2840370	2840370	assessments monitoring cycle 1
ANTANT0234	ANTANT0234	31	3113917	3113917	watersurfaces_hab_v4
LIMLNK0237	LIMLNK0237	31	3234802	3234802	assessments monitoring cycle 1
LIMHAS0544	LIMHAS0544	31	3358438	3358438	assessments monitoring cycle 1
ANTBSE0336	ANTBSE0336	31	3648158	3648158	original sample frame/assessments monitoring cycle 1
ANTTUR0082	ANTTUR0082	31	3667246	3667246	watersurfaces_hab_v4
LIMHAS0514	LIMHAS0514	31	3882726	3882726	original sample frame
LIMHAS0663	LIMHAS0663	31	3964646	3964646	watersurfaces_hab_v4
ANTRIJ0072	ANTRIJ0072	31	3994782	3994782	original sample frame/assessments monitoring cycle 1
ANTBCT0404	ANTBCT0404	31	4200670	4200670	assessments monitoring cycle 1
ANTRIJ0036	ANTRIJ0036	31	4269214	4269214	watersurfaces_hab_v4
ANTMRK0285	ANTMRK0285	31	4411806	4411806	watersurfaces_hab_v4
LIMZNH0057	LIMZNH0057	31	4546230	4546230	original sample frame
LIMGNK0896	LIMGNK0896	31	4641074	4641074	watersurfaces_hab_v4
ANTRIJ0005	ANTRIJ0005	31	4781214	4781214	assessments monitoring cycle 1
LIMZNH0432	LIMZNH0432	31	5033702	5033702	assessments monitoring cycle 1
LIMZNH0478	LIMZNH0478	31	5148390	5148390	original sample frame/assessments monitoring cycle 1
ANTRAV0290	ANTRAV0290	31	5675822	5675822	watersurfaces_hab_v4
ANTRIJ0031	ANTRIJ0031	31	6091934	6091934	watersurfaces_hab_v4
ANTMOL0555	ANTMOL0555	31	6147190	6147190	watersurfaces_hab_v4
LIMZNH0199	LIMZNH0199	31	6229734	6229734	watersurfaces_hab_v4
ANTBCT0611	ANTBCT0611	31	6399134	6399134	watersurfaces_hab_v4
LIMZNH0218	LIMZNH0218	31	6475446	6475446	original sample frame
LIMGNK0397	LIMGNK0397	31	6476082	6476082	assessments monitoring cycle 1
LIMBRE0297	LIMBRE0297	31	6631570	6631570	watersurfaces_hab_v4
ANTBAA0046	ANTBAA0046	31	6886814	6886814	watersurfaces_hab_v4
LIMGNK0182	LIMGNK0182	31	7006514	7006514	assessments monitoring cycle 1
ANTBCT0851	ANTBCT0851	31	7103646	7103646	watersurfaces_hab_v4
ANTTUR0282	ANTTUR0282	31	7492910	7492910	watersurfaces_hab_v4
LIMGNK0103	LIMGNK0103	31	7518514	7518514	assessments monitoring cycle 1
LIMGNK0897	LIMGNK0897	31	7786802	7786802	watersurfaces_hab_v4
LIMZNH0187	LIMZNH0187	31	8036022	8036022	watersurfaces_hab_v4
ANTRIJ0077	ANTRIJ0077	31	8168606	8168606	watersurfaces_hab_v4
ANTESS0033	ANTESS0033	31	8199966	8199966	watersurfaces_hab_v4
ANTBSE0059	ANTBSE0059	31	8215198	8215198	watersurfaces_hab_v4
ANTRIJ0090	ANTRIJ0090	31	8447646	8447646	watersurfaces_hab_v4
ANTRIJ0144	ANTRIJ0144	31	8562334	8562334	watersurfaces_hab_v4
LIMZNH0026	LIMZNH0026	31	8572598	8572598	original sample frame
LIMMSK0134	LIMMSK0134	31	8578898	8578898	assessments monitoring cycle 1
LIMGNK0173	LIMGNK0173	31	8644914	8644914	watersurfaces_hab_v4
ANTSIL0031	ANTSIL0031	31	8790238	8790238	original sample frame
LIMDPB0311	LIMDPB0311	31	8984882	8984882	assessments monitoring cycle 1
ANTHST0460	ANTHST0460	31	9089366	9089366	watersurfaces_hab_v4
ANTMOL0138	ANTMOL0138	31	9112694	9112694	original sample frame/assessments monitoring cycle 1
ANTRIJ0066	ANTRIJ0066	31	9237662	9237662	watersurfaces_hab_v4
ANTTUR0304	ANTTUR0304	31	9883950	9883950	assessments monitoring cycle 1
ANTBSE0035	ANTBSE0035	31	9922206	9922206	watersurfaces_hab_v4
LIMHAS0934	LIMHAS0934	31	9977574	9977574	watersurfaces_hab_v4
ANTBSE0317	ANTBSE0317	31	10040990	10040990	watersurfaces_hab_v4
ANTMOL0061	ANTMOL0061	31	10089590	10089590	original sample frame
LIMHAS0672	LIMHAS0672	31	10141414	10141414	assessments monitoring cycle 1
LIMZNH0516	LIMZNH0516	31	10211046	10211046	watersurfaces_hab_v4
LIMHAS0669	LIMHAS0669	31	10419942	10419942	watersurfaces_hab_v4
ANTRIJ0641	ANTRIJ0641	31	10548382	10548382	watersurfaces_hab_v4
ANTRIJ0006	ANTRIJ0006	31	10560670	10560670	assessments monitoring cycle 1
ANTRIJ0056	ANTRIJ0056	31	10871966	10871966	watersurfaces_hab_v4
LIMGNK0040	LIMGNK0040	31	10944818	10944818	watersurfaces_hab_v4
LIMGNK0066	LIMGNK0066	31	10991922	10991922	watersurfaces_hab_v4
LIMHAS0570	LIMHAS0570	31	11079398	11079398	watersurfaces_hab_v4
ANTMOL0559	ANTMOL0559	31	11662454	11662454	original sample frame
LIMZNH0006	LIMZNH0006	31	11718326	11718326	original sample frame
ANTBSE0314	ANTBSE0314	31	11810462	11810462	original sample frame/assessments monitoring cycle 1
LIMDPB0157	LIMDPB0157	31	11954482	11954482	watersurfaces_hab_v4
ANTTUR0299	ANTTUR0299	31	12055854	12055854	watersurfaces_hab_v4
LIMGNK0374	LIMGNK0374	31	12187954	12187954	assessments monitoring cycle 1
ANTRIJ0029	ANTRIJ0029	31	12379294	12379294	watersurfaces_hab_v4
ANTBCT0572	ANTBCT0572	31	12439710	12439710	original sample frame/assessments monitoring cycle 1
LIMZNH0430	LIMZNH0430	31	13094630	13094630	watersurfaces_hab_v4
ANTBAL0443	ANTBAL0443	31	13108086	13108086	original sample frame
ANTBCT0802	ANTBCT0802	31	13234334	13234334	watersurfaces_hab_v4
ANTGEE0884	ANTGEE0884	31	13363958	13363958	watersurfaces_hab_v4
LIMGNK0118	LIMGNK0118	31	13429042	13429042	assessments monitoring cycle 1
ANTBCT0366	ANTBCT0366	31	13619358	13619358	watersurfaces_hab_v4
ANTRIJ0078	ANTRIJ0078	31	13706398	13706398	watersurfaces_hab_v4
LIMLUM0414	LIMLUM0414	31	13996006	13996006	watersurfaces_hab_v4
LIMGNK0127	LIMGNK0127	31	14090546	14090546	assessments monitoring cycle 1
OVLALT0344	OVLALT0344	31	14303177	14303177	assessments monitoring cycle 1
LIMHAS0849	LIMHAS0849	31	14454502	14454502	assessments monitoring cycle 1
ANTMAL0099	ANTMAL0099	31	14578846	14578846	watersurfaces_hab_v4
LIMZNH0400	LIMZNH0400	31	14667446	14667446	original sample frame
LIMHVL0123	LIMHVL0123	31	15016630	15016630	original sample frame
ANTRAV0052	ANTRAV0052	31	15082286	15082286	assessments monitoring cycle 1
LIMZNH0569	LIMZNH0569	31	15163062	15163062	watersurfaces_hab_v4
LIMGNK0171	LIMGNK0171	31	15411506	15411506	watersurfaces_hab_v4
LIMLOM0566	LIMLOM0566	31	15534454	15534454	watersurfaces_hab_v4
LIMZNH0392	LIMZNH0392	31	15716022	15716022	original sample frame
LIMBRE0077	LIMBRE0077	31	15741074	15741074	assessments monitoring cycle 1
ANTKAS0515	ANTKAS0515	31	15854638	15854638	watersurfaces_hab_v4
LIMGNK0095	LIMGNK0095	31	15972658	15972658	watersurfaces_hab_v4
414141_v2020	414141_v2020	31	16234706	16234706	watersurfaces_hab_v4
LIMDPB0197	LIMDPB0197	31	16275762	16275762	watersurfaces_hab_v4
ANTBAA0543	ANTBAA0543	31	16385438	16385438	watersurfaces_hab_v4
LIMGNK0396	LIMGNK0396	31	16644658	16644658	assessments monitoring cycle 1
ANTMRK0177	ANTMRK0177	31	16692526	16692526	watersurfaces_hab_v4
ANTRIJ0089	ANTRIJ0089	31	16811678	16811678	watersurfaces_hab_v4
LIMZNH0133	LIMZNH0133	31	17522358	17522358	original sample frame
LIMGNK0050	LIMGNK0050	31	17664562	17664562	assessments monitoring cycle 1
ANTGEE0107	ANTGEE0107	31	17749750	17749750	assessments monitoring cycle 1
ANTGEE0970	ANTGEE0970	31	18300406	18300406	watersurfaces_hab_v4
LIMHHE0114	LIMHHE0114	31	18423506	18423506	original sample frame/assessments monitoring cycle 1
LIMZNH0279	LIMZNH0279	31	18439862	18439862	original sample frame
LIMBRE0288	LIMBRE0288	31	18772114	18772114	watersurfaces_hab_v4
ANTRIJ0095	ANTRIJ0095	31	19170974	19170974	watersurfaces_hab_v4
ANTMOL0164	ANTMOL0164	31	19205238	19205238	watersurfaces_hab_v4
LIMLNK0105	LIMLNK0105	31	19291122	19291122	watersurfaces_hab_v4
VBRROT0112	VBRROT0112	31	19886214	19886214	watersurfaces_hab_v4
ANTMEC0388	ANTMEC0388	31	20131606	20131606	assessments monitoring cycle 1
ANTBSE0375	ANTBSE0375	31	20326046	20326046	watersurfaces_hab_v4
LIMHVL0079	LIMHVL0079	31	20353718	20353718	original sample frame
LIMGNK0041	LIMGNK0041	31	20382002	20382002	watersurfaces_hab_v4
WVLWIN0639	WVLWIN0639	31	20594753	20594753	watersurfaces_hab_v4
LIMBRE0283	LIMBRE0283	31	20607122	20607122	assessments monitoring cycle 1
ANTGEE0876	ANTGEE0876	31	20829942	20829942	watersurfaces_hab_v4
LIMZNH0105	LIMZNH0105	31	20909798	20909798	watersurfaces_hab_v4
ANTMOL0088	ANTMOL0088	31	20997870	20997870	assessments monitoring cycle 1
LIMGNK0411	LIMGNK0411	31	21074226	21074226	watersurfaces_hab_v4
ANTBAA0546	ANTBAA0546	31	21190046	21190046	watersurfaces_hab_v4
ANTBCT0562	ANTBCT0562	31	21246110	21246110	watersurfaces_hab_v4
ANTGEE0873	ANTGEE0873	31	21490422	21490422	watersurfaces_hab_v4
ANTRIJ0076	ANTRIJ0076	31	21951646	21951646	original sample frame/assessments monitoring cycle 1
ANTMRK0228	ANTMRK0228	31	22031006	22031006	watersurfaces_hab_v4
ANTTUR0296	ANTTUR0296	31	22107438	22107438	assessments monitoring cycle 1
LIMMSM0026	LIMMSM0026	31	22619730	22619730	assessments monitoring cycle 1
LIMHAS0619	LIMHAS0619	31	22707942	22707942	assessments monitoring cycle 1
LIMGNK0147	LIMGNK0147	31	22921522	22921522	assessments monitoring cycle 1
ANTGEE0166	ANTGEE0166	31	23123702	23123702	watersurfaces_hab_v4
ANTBAA0045	ANTBAA0045	31	23139742	23139742	watersurfaces_hab_v4
LIMHAS0499	LIMHAS0499	31	23298354	23298354	watersurfaces_hab_v4
LIMZNH0238	LIMZNH0238	31	23633590	23633590	original sample frame/assessments monitoring cycle 1
LIMDPB0057	LIMDPB0057	31	23681330	23681330	watersurfaces_hab_v4
ANTBCT0573	ANTBCT0573	31	24260766	24260766	watersurfaces_hab_v4
ANTRIJ0269	ANTRIJ0269	31	24413854	24413854	watersurfaces_hab_v4
LIMZNH0100	LIMZNH0100	31	24513234	24513234	watersurfaces_hab_v4
ANTHGS0524	ANTHGS0524	31	25087390	25087390	watersurfaces_hab_v4
LIMZNH0092	LIMZNH0092	31	25104102	25104102	watersurfaces_hab_v4
ANTRIJ0308	ANTRIJ0308	31	25425054	25425054	assessments monitoring cycle 1
ANTBCT0544	ANTBCT0544	31	25453726	25453726	original sample frame/assessments monitoring cycle 1
ANTMOL0143	ANTMOL0143	31	25662582	25662582	assessments monitoring cycle 1
ANTHGS0496	ANTHGS0496	31	25871774	25871774	watersurfaces_hab_v4
ANTRIJ0079	ANTRIJ0079	31	25949342	25949342	watersurfaces_hab_v4
554066_v2018	554066_v2018	31	26208082	26208082	watersurfaces_hab_v4
417278_v2020	417278_v2020	31	26671410	26671410	watersurfaces_hab_v4
ANTTUR0065	ANTTUR0065	31	27194670	27194670	assessments monitoring cycle 1
ANTRAV0211	ANTRAV0211	31	28072750	28072750	original sample frame
LIMGNK0067	LIMGNK0067	31	28234034	28234034	watersurfaces_hab_v4
ANTBSE0073	ANTBSE0073	31	28272286	28272286	watersurfaces_hab_v4
ANTSOT0219	ANTSOT0219	31	28311774	28311774	watersurfaces_hab_v4
ANTZAN0175	ANTZAN0175	31	28382422	28382422	assessments monitoring cycle 1
LIMBRE0285	LIMBRE0285	31	28389522	28389522	assessments monitoring cycle 1
LIMHVL0143	LIMHVL0143	31	28648118	28648118	original sample frame
LIMZNH0065	LIMZNH0065	31	28679862	28679862	assessments monitoring cycle 1
LIMHAS0621	LIMHAS0621	31	28753638	28753638	watersurfaces_hab_v4
LIMGNK0060	LIMGNK0060	31	28758322	28758322	watersurfaces_hab_v4
LIMZNH0163	LIMZNH0163	31	28876470	28876470	original sample frame
LIMMSK0007	LIMMSK0007	31	29026130	29026130	assessments monitoring cycle 1
LIMZNH0056	LIMZNH0056	31	29544118	29544118	original sample frame
ANTTUR0277	ANTTUR0277	31	29619502	29619502	watersurfaces_hab_v4
ANTBCT0852	ANTBCT0852	31	29648030	29648030	watersurfaces_hab_v4
LIMHEC0538	LIMHEC0538	31	29898962	29898962	watersurfaces_hab_v4
LIMZNH0012	LIMZNH0012	31	30252726	30252726	watersurfaces_hab_v4
ANTRIJ0050	ANTRIJ0050	31	30483614	30483614	watersurfaces_hab_v4
ANTMRK0286	ANTMRK0286	31	30626206	30626206	watersurfaces_hab_v4
LIMHVL0092	LIMHVL0092	31	31466166	31466166	assessments monitoring cycle 1
ANTBCT0578	ANTBCT0578	31	31483038	31483038	watersurfaces_hab_v4
ANTBCT0550	ANTBCT0550	31	31518878	31518878	watersurfaces_hab_v4
LIMGNK0850	LIMGNK0850	31	31916338	31916338	watersurfaces_hab_v4
ANTMOL0528	ANTMOL0528	31	31942382	31942382	original sample frame
LIMZNH0111	LIMZNH0111	31	32202422	32202422	original sample frame
LIMZNH0385	LIMZNH0385	31	32380626	32380626	watersurfaces_hab_v4
ANTHGS0472	ANTHGS0472	31	32490910	32490910	watersurfaces_hab_v4
ANTRIJ0307	ANTRIJ0307	31	32580766	32580766	watersurfaces_hab_v4
ANTARE0309	ANTARE0309	31	32601646	32601646	watersurfaces_hab_v4
LIMGNK0180	LIMGNK0180	31	33286450	33286450	assessments monitoring cycle 1
LIMHVL0248	LIMHVL0248	31	33386166	33386166	original sample frame
LIMBRG0367	LIMBRG0367	31	33662134	33662134	watersurfaces_hab_v4
LIMGNK0887	LIMGNK0887	31	33663282	33663282	watersurfaces_hab_v4
ANTBSE0053	ANTBSE0053	31	33732254	33732254	watersurfaces_hab_v4
ANTRIJ0053	ANTRIJ0053	31	34034846	34034846	original sample frame/assessments monitoring cycle 1
LIMHAS0624	LIMHAS0624	31	34246962	34246962	watersurfaces_hab_v4
LIMZNH0576	LIMZNH0576	31	34410214	34410214	watersurfaces_hab_v4
ANTBCT0794	ANTBCT0794	31	34787486	34787486	watersurfaces_hab_v4
WVLWIN0255	WVLWIN0255	31	35012673	35012673	watersurfaces_hab_v4
LIMMGR0346	LIMMGR0346	31	35082066	35082066	watersurfaces_hab_v4
LIMKRS0347	LIMKRS0347	31	35236914	35236914	watersurfaces_hab_v4
ANTMOL0142	ANTMOL0142	31	35255414	35255414	original sample frame
ANTRIJ0171	ANTRIJ0171	31	35259294	35259294	original sample frame/assessments monitoring cycle 1
ANTMRK0015	ANTMRK0015	31	35402142	35402142	watersurfaces_hab_v4
ANTBSE0194	ANTBSE0194	31	35415710	35415710	watersurfaces_hab_v4
ANTMOL0152	ANTMOL0152	31	35492982	35492982	assessments monitoring cycle 1
ANTBSE0279	ANTBSE0279	31	35567262	35567262	watersurfaces_hab_v4
ANTTUR0079	ANTTUR0079	31	35594542	35594542	watersurfaces_hab_v4
ANTTUR0302	ANTTUR0302	31	36098350	36098350	watersurfaces_hab_v4
LIMHVL0062	LIMHVL0062	31	36102838	36102838	original sample frame
ANTHGS0492	ANTHGS0492	31	36226462	36226462	watersurfaces_hab_v4
LIMGNK0081	LIMGNK0081	31	36497714	36497714	assessments monitoring cycle 1
LIMZNH0046	LIMZNH0046	31	36921014	36921014	watersurfaces_hab_v4
ANTMEE0180	ANTMEE0180	31	36935158	36935158	watersurfaces_hab_v4
LIMHAS0490	LIMHAS0490	31	37175014	37175014	watersurfaces_hab_v4
ANTBCT0613	ANTBCT0613	31	37417118	37417118	watersurfaces_hab_v4
